100_0154_0001.JPG
FC6310R_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
-0.0427123, 0.0145488, 0.377704, 0.00675657, 0.00041055, -0.00199222, 1, -0.00656228, 0.00769697, -0.0404752, -0.0370662, 0.203139, -0.00914491, -0.00499874
-0.0942378, 0.384589, 0.0155218, 0.0940389, -0.0735699, 0.0635259, -0.00656228, 1, 0.0217351, 0.0364996, -0.0476008, -0.0262263, 0.214337, -0.0288552
0.0384471, -0.124476, -0.01481, -0.0237023, 0.0205201, -0.0173548, 0.00769697, 0.0217351, 1, 0.0195947, 0.0385277, 0.134262, 0.392326, 0.0516173
-0.127703, -0.0230975, 0.0198618, 0.0332277, -0.00724279, 0.00289342, -0.0404752, 0.0364996, 0.0195947, 1, -0.090375, -0.385433, 0.150552, 0.0257418
0.69527, 0.0294699, -0.0132796, -0.227845, 0.0850798, -0.0524883, -0.0370662, -0.0476008, 0.0385277, -0.090375, 1, 0.0539136, 0.025709, 0.022569
0.0529969, 0.00545948, 0.37072, -0.024975, 0.0140117, -0.0097393, 0.203139, -0.0262263, 0.134262, -0.385433, 0.0539136, 1, 0.0272043, 0.106875
-0.0350622, 0.337546, 0.00121978, 0.017918, -0.00894619, 0.00770754, -0.00914491, 0.214337, 0.392326, 0.150552, 0.025709, 0.0272043, 1, -0.067911
0.0290427, -0.0240906, -0.0135197, -0.00986906, 0.0020455, -0.000718355, -0.00499874, -0.0288552, 0.0516173, 0.0257418, 0.022569, 0.106875, -0.067911, 1
100_0260_0024.JPG
FC6310R_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0228164, -0.00901186, -0.463647, 0.265421, -0.21009, -0.0427123, -0.0942378, 0.0380956, -0.126325, 0.699514, 0.0789835, -0.0289407, 0.0406011
0.0228164, 1, 0.0252601, 0.0285077, -0.0331333, 0.0291711, 0.0145488, 0.384589, -0.124239, -0.0233577, 0.0298343, 0.00395737, 0.343148, -0.0192737
-0.00901186, 0.0252601, 1, 0.00806758, -0.00802087, 0.00746299, 0.377704, 0.0155218, -0.0140676, 0.0204731, -0.0147848, 0.385948, -0.000284769, -0.00433291
-0.463647, 0.0285077, 0.00806758, 1, -0.950119, 0.888769, 0.00675657, 0.0940389, -0.0226587, 0.0327821, -0.227789, -0.033601, 0.0179894, -0.013611
0.265421, -0.0331333, -0.00802087, -0.950119, 1, -0.982934, 0.00041055, -0.0735699, 0.0194249, -0.00698215, 0.0837172, 0.017091, -0.0106812, 0.00424305
-0.21009, 0.0291711, 0.00746299, 0.888769, -0.982934, 1, -0.00199222, 0.0635259, -0.0162752, 0.00275537, -0.0509935, -0.0117493, 0.00961771, -0.0028019
-0.0427123, 0.0145488, 0.377704, 0.00675657, 0.00041055, -0.00199222, 1, -0.00656228, 0.00883659, -0.040522, -0.0400992, 0.207824, -0.00970851, -0.00102181
-0.0942378, 0.384589, 0.0155218, 0.0940389, -0.0735699, 0.0635259, -0.00656228, 1, 0.0222939, 0.0357697, -0.0461259, -0.0266549, 0.217137, -0.0271354
0.0380956, -0.124239, -0.0140676, -0.0226587, 0.0194249, -0.0162752, 0.00883659, 0.0222939, 1, 0.0230859, 0.0374538, 0.147403, 0.423708, 0.0622209
-0.126325, -0.0233577, 0.0204731, 0.0327821, -0.00698215, 0.00275537, -0.040522, 0.0357697, 0.0230859, 1, -0.0967378, -0.414776, 0.171246, 0.027227
0.699514, 0.0298343, -0.0147848, -0.227789, 0.0837172, -0.0509935, -0.0400992, -0.0461259, 0.0374538, -0.0967378, 1, 0.0811918, 0.0182063, 0.0254996
0.0789835, 0.00395737, 0.385948, -0.033601, 0.017091, -0.0117493, 0.207824, -0.0266549, 0.147403, -0.414776, 0.0811918, 1, 0.0152088, 0.102398
-0.0289407, 0.343148, -0.000284769, 0.0179894, -0.0106812, 0.00961771, -0.00970851, 0.217137, 0.423708, 0.171246, 0.0182063, 0.0152088, 1, -0.0910912
0.0406011, -0.0192737, -0.00433291, -0.013611, 0.00424305, -0.0028019, -0.00102181, -0.0271354, 0.0622209, 0.027227, 0.0254996, 0.102398, -0.0910912, 1
100_0260_0025.JPG
FC6310R_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0228164, -0.00901186, -0.463647, 0.265421, -0.21009, -0.0427123, -0.0942378, 0.0385903, -0.128275, 0.696425, 0.101709, -0.0218242, 0.0385361
0.0228164, 1, 0.0252601, 0.0285077, -0.0331333, 0.0291711, 0.0145488, 0.384589, -0.123587, -0.0230349, 0.0300772, 0.00348093, 0.348964, -0.0173228
-0.00901186, 0.0252601, 1, 0.00806758, -0.00802087, 0.00746299, 0.377704, 0.0155218, -0.0146655, 0.0199647, -0.0137056, 0.393768, -0.003327, -0.00998693
-0.463647, 0.0285077, 0.00806758, 1, -0.950119, 0.888769, 0.00675657, 0.0940389, -0.0228151, 0.0334606, -0.22686, -0.0405446, 0.0161308, -0.0123556
0.265421, -0.0331333, -0.00802087, -0.950119, 1, -0.982934, 0.00041055, -0.0735699, 0.0196594, -0.00740245, 0.0832926, 0.0199631, -0.0104848, 0.00412602
-0.21009, 0.0291711, 0.00746299, 0.888769, -0.982934, 1, -0.00199222, 0.0635259, -0.0167035, 0.00318398, -0.0505044, -0.01427, 0.00941372, -0.00360929
-0.0427123, 0.0145488, 0.377704, 0.00675657, 0.00041055, -0.00199222, 1, -0.00656228, 0.00857542, -0.039795, -0.0400485, 0.207532, -0.0102873, -0.00536929
-0.0942378, 0.384589, 0.0155218, 0.0940389, -0.0735699, 0.0635259, -0.00656228, 1, 0.0219053, 0.0352677, -0.0491737, -0.0257369, 0.21747, -0.0254486
0.0385903, -0.123587, -0.0146655, -0.0228151, 0.0196594, -0.0167035, 0.00857542, 0.0219053, 1, 0.0228058, 0.0417582, 0.156359, 0.441786, 0.0590154
-0.128275, -0.0230349, 0.0199647, 0.0334606, -0.00740245, 0.00318398, -0.039795, 0.0352677, 0.0228058, 1, -0.0947508, -0.449377, 0.18224, 0.0250962
0.696425, 0.0300772, -0.0137056, -0.22686, 0.0832926, -0.0505044, -0.0400485, -0.0491737, 0.0417582, -0.0947508, 1, 0.101976, 0.0272258, 0.0306859
0.101709, 0.00348093, 0.393768, -0.0405446, 0.0199631, -0.01427, 0.207532, -0.0257369, 0.156359, -0.449377, 0.101976, 1, -0.00492479, 0.107713
-0.0218242, 0.348964, -0.003327, 0.0161308, -0.0104848, 0.00941372, -0.0102873, 0.21747, 0.441786, 0.18224, 0.0272258, -0.00492479, 1, -0.0920607
0.0385361, -0.0173228, -0.00998693, -0.0123556, 0.00412602, -0.00360929, -0.00536929, -0.0254486, 0.0590154, 0.0250962, 0.0306859, 0.107713, -0.0920607, 1
100_0260_0026.JPG
FC6310R_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0228164, -0.00901186, -0.463647, 0.265421, -0.21009, -0.0427123, -0.0942378, 0.0373835, -0.123408, 0.691477, 0.111956, -0.0100096, 0.0333639
0.0228164, 1, 0.0252601, 0.0285077, -0.0331333, 0.0291711, 0.0145488, 0.384589, -0.120623, -0.0221552, 0.0290029, 0.00697092, 0.353218, -0.0096239
-0.00901186, 0.0252601, 1, 0.00806758, -0.00802087, 0.00746299, 0.377704, 0.0155218, -0.0142906, 0.0197709, -0.0135579, 0.399447, -0.00215233, 0.00812695
-0.463647, 0.0285077, 0.00806758, 1, -0.950119, 0.888769, 0.00675657, 0.0940389, -0.0220321, 0.032303, -0.224648, -0.0434435, 0.0125007, -0.0115097
0.265421, -0.0331333, -0.00802087, -0.950119, 1, -0.982934, 0.00041055, -0.0735699, 0.0190377, -0.00689046, 0.0816804, 0.020204, -0.0091411, 0.00535085
-0.21009, 0.0291711, 0.00746299, 0.888769, -0.982934, 1, -0.00199222, 0.0635259, -0.016062, 0.00260299, -0.0490008, -0.0140449, 0.00849194, -0.00510145
-0.0427123, 0.0145488, 0.377704, 0.00675657, 0.00041055, -0.00199222, 1, -0.00656228, 0.00761831, -0.0390461, -0.0396658, 0.209116, -0.0115148, 0.00830314
-0.0942378, 0.384589, 0.0155218, 0.0940389, -0.0735699, 0.0635259, -0.00656228, 1, 0.0207423, 0.0349448, -0.0474775, -0.0239467, 0.216314, -0.0214625
0.0373835, -0.120623, -0.0142906, -0.0220321, 0.0190377, -0.016062, 0.00761831, 0.0207423, 1, 0.0194263, 0.0355775, 0.175092, 0.491803, 0.068062
-0.123408, -0.0221552, 0.0197709, 0.032303, -0.00689046, 0.00260299, -0.0390461, 0.0349448, 0.0194263, 1, -0.0940394, -0.501153, 0.189049, 0.0291341
0.691477, 0.0290029, -0.0135579, -0.224648, 0.0816804, -0.0490008, -0.0396658, -0.0474775, 0.0355775, -0.0940394, 1, 0.121411, 0.0199072, 0.0233169
0.111956, 0.00697092, 0.399447, -0.0434435, 0.020204, -0.0140449, 0.209116, -0.0239467, 0.175092, -0.501153, 0.121411, 1, -0.00449326, 0.097163
-0.0100096, 0.353218, -0.00215233, 0.0125007, -0.0091411, 0.00849194, -0.0115148, 0.216314, 0.491803, 0.189049, 0.0199072, -0.00449326, 1, -0.118245
0.0333639, -0.0096239, 0.00812695, -0.0115097, 0.00535085, -0.00510145, 0.00830314, -0.0214625, 0.068062, 0.0291341, 0.0233169, 0.097163, -0.118245, 1
100_0260_0027.JPG
FC6310R_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0228164, -0.00901186, -0.463647, 0.265421, -0.21009, -0.0427123, -0.0942378, 0.0393181, -0.12823, 0.697575, 0.12141, -0.00119079, 0.0234831
0.0228164, 1, 0.0252601, 0.0285077, -0.0331333, 0.0291711, 0.0145488, 0.384589, -0.123298, -0.0228802, 0.0297816, 0.00994541, 0.370725, 0.000367155
-0.00901186, 0.0252601, 1, 0.00806758, -0.00802087, 0.00746299, 0.377704, 0.0155218, -0.0150289, 0.0203037, -0.0136692, 0.420257, 0.00122514, 0.0131115
-0.463647, 0.0285077, 0.00806758, 1, -0.950119, 0.888769, 0.00675657, 0.0940389, -0.023342, 0.0334718, -0.226172, -0.0444849, 0.00931742, -0.00581251
0.265421, -0.0331333, -0.00802087, -0.950119, 1, -0.982934, 0.00041055, -0.0735699, 0.0202843, -0.00701443, 0.0817238, 0.0191501, -0.00735054, 0.00167669
-0.21009, 0.0291711, 0.00746299, 0.888769, -0.982934, 1, -0.00199222, 0.0635259, -0.0171681, 0.00266901, -0.0486555, -0.0130665, 0.00695723, -0.00176632
-0.0427123, 0.0145488, 0.377704, 0.00675657, 0.00041055, -0.00199222, 1, -0.00656228, 0.00820528, -0.0404313, -0.0408025, 0.217322, -0.0104524, 0.0156107
-0.0942378, 0.384589, 0.0155218, 0.0940389, -0.0735699, 0.0635259, -0.00656228, 1, 0.0200432, 0.0358459, -0.0486613, -0.0208497, 0.221658, -0.0127668
0.0393181, -0.123298, -0.0150289, -0.023342, 0.0202843, -0.0171681, 0.00820528, 0.0200432, 1, 0.0251885, 0.0307986, 0.198975, 0.522942, 0.0677599
-0.12823, -0.0228802, 0.0203037, 0.0334718, -0.00701443, 0.00266901, -0.0404313, 0.0358459, 0.0251885, 1, -0.100827, -0.521478, 0.206354, 0.0314694
0.697575, 0.0297816, -0.0136692, -0.226172, 0.0817238, -0.0486555, -0.0408025, -0.0486613, 0.0307986, -0.100827, 1, 0.142361, 0.00815095, 0.0245533
0.12141, 0.00994541, 0.420257, -0.0444849, 0.0191501, -0.0130665, 0.217322, -0.0208497, 0.198975, -0.521478, 0.142361, 1, -0.00128447, 0.104025
-0.00119079, 0.370725, 0.00122514, 0.00931742, -0.00735054, 0.00695723, -0.0104524, 0.221658, 0.522942, 0.206354, 0.00815095, -0.00128447, 1, -0.145486
0.0234831, 0.000367155, 0.0131115, -0.00581251, 0.00167669, -0.00176632, 0.0156107, -0.0127668, 0.0677599, 0.0314694, 0.0245533, 0.104025, -0.145486, 1
100_0260_0028.JPG
FC6310R_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0228164, -0.00901186, -0.463647, 0.265421, -0.21009, -0.0427123, -0.0942378, 0.0396419, -0.128616, 0.715917, 0.124389, 0.00681704, 0.00806591
0.0228164, 1, 0.0252601, 0.0285077, -0.0331333, 0.0291711, 0.0145488, 0.384589, -0.123954, -0.0236147, 0.0291732, 0.0120066, 0.400505, 0.0165058
-0.00901186, 0.0252601, 1, 0.00806758, -0.00802087, 0.00746299, 0.377704, 0.0155218, -0.0145849, 0.0211187, -0.00945643, 0.444081, 0.00509171, 0.0071008
-0.463647, 0.0285077, 0.00806758, 1, -0.950119, 0.888769, 0.00675657, 0.0940389, -0.024169, 0.0336703, -0.228825, -0.0461168, 0.00427596, -0.00191045
0.265421, -0.0331333, -0.00802087, -0.950119, 1, -0.982934, 0.00041055, -0.0735699, 0.0208314, -0.00705537, 0.0810413, 0.0194715, -0.00441664, 0.00176893
-0.21009, 0.0291711, 0.00746299, 0.888769, -0.982934, 1, -0.00199222, 0.0635259, -0.0175435, 0.00267486, -0.0475639, -0.0130611, 0.0048121, -0.00250939
-0.0427123, 0.0145488, 0.377704, 0.00675657, 0.00041055, -0.00199222, 1, -0.00656228, 0.00744561, -0.0412206, -0.041547, 0.229474, -0.0103766, 0.0168451
-0.0942378, 0.384589, 0.0155218, 0.0940389, -0.0735699, 0.0635259, -0.00656228, 1, 0.0190751, 0.0357665, -0.0516478, -0.0156344, 0.234511, 0.000383014
0.0396419, -0.123954, -0.0145849, -0.024169, 0.0208314, -0.0175435, 0.00744561, 0.0190751, 1, 0.0235175, 0.0473242, 0.230406, 0.574446, 0.0612399
-0.128616, -0.0236147, 0.0211187, 0.0336703, -0.00705537, 0.00267486, -0.0412206, 0.0357665, 0.0235175, 1, -0.110433, -0.5751, 0.226302, 0.0475522
0.715917, 0.0291732, -0.00945643, -0.228825, 0.0810413, -0.0475639, -0.041547, -0.0516478, 0.0473242, -0.110433, 1, 0.180906, 0.0445566, 0.023371
0.124389, 0.0120066, 0.444081, -0.0461168, 0.0194715, -0.0130611, 0.229474, -0.0156344, 0.230406, -0.5751, 0.180906, 1, -0.000207175, 0.136581
0.00681704, 0.400505, 0.00509171, 0.00427596, -0.00441664, 0.0048121, -0.0103766, 0.234511, 0.574446, 0.226302, 0.0445566, -0.000207175, 1, -0.180226
0.00806591, 0.0165058, 0.0071008, -0.00191045, 0.00176893, -0.00250939, 0.0168451, 0.000383014, 0.0612399, 0.0475522, 0.023371, 0.136581, -0.180226, 1
100_0260_0029.JPG
FC6310R_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0228164, -0.00901186, -0.463647, 0.265421, -0.21009, -0.0427123, -0.0942378, 0.0396823, -0.130068, 0.762255, 0.117817, 0.00310699, -0.000902214
0.0228164, 1, 0.0252601, 0.0285077, -0.0331333, 0.0291711, 0.0145488, 0.384589, -0.12652, -0.0245333, 0.0326631, 0.00423002, 0.443412, 0.0340161
-0.00901186, 0.0252601, 1, 0.00806758, -0.00802087, 0.00746299, 0.377704, 0.0155218, -0.0138485, 0.0222264, -0.00603472, 0.476031, 0.00181179, -0.0227578
-0.463647, 0.0285077, 0.00806758, 1, -0.950119, 0.888769, 0.00675657, 0.0940389, -0.0260887, 0.0359085, -0.239843, -0.046391, 0.000351116, -0.00330243
0.265421, -0.0331333, -0.00802087, -0.950119, 1, -0.982934, 0.00041055, -0.0735699, 0.0209456, -0.00839704, 0.0851803, 0.0200281, -0.00157744, 0.00647826
-0.21009, 0.0291711, 0.00746299, 0.888769, -0.982934, 1, -0.00199222, 0.0635259, -0.0166735, 0.00358618, -0.0512248, -0.0135396, 0.00285457, -0.00735652
-0.0427123, 0.0145488, 0.377704, 0.00675657, 0.00041055, -0.00199222, 1, -0.00656228, 0.0100843, -0.0450328, -0.0476605, 0.246891, -0.0029614, 0.00495387
-0.0942378, 0.384589, 0.0155218, 0.0940389, -0.0735699, 0.0635259, -0.00656228, 1, 0.0228591, 0.0346696, -0.0583035, -0.00916236, 0.261788, 0.00868186
0.0396823, -0.12652, -0.0138485, -0.0260887, 0.0209456, -0.0166735, 0.0100843, 0.0228591, 1, 0.0238571, 0.0697685, 0.229317, 0.627051, 0.0832736
-0.130068, -0.0245333, 0.0222264, 0.0359085, -0.00839704, 0.00358618, -0.0450328, 0.0346696, 0.0238571, 1, -0.130642, -0.659622, 0.286921, 0.126756
0.762255, 0.0326631, -0.00603472, -0.239843, 0.0851803, -0.0512248, -0.0476605, -0.0583035, 0.0697685, -0.130642, 1, 0.263737, 0.152734, 0.0303659
0.117817, 0.00423002, 0.476031, -0.046391, 0.0200281, -0.0135396, 0.246891, -0.00916236, 0.229317, -0.659622, 0.263737, 1, -0.0940289, 0.259484
0.00310699, 0.443412, 0.00181179, 0.000351116, -0.00157744, 0.00285457, -0.0029614, 0.261788, 0.627051, 0.286921, 0.152734, -0.0940289, 1, -0.196485
-0.000902214, 0.0340161, -0.0227578, -0.00330243, 0.00647826, -0.00735652, 0.00495387, 0.00868186, 0.0832736, 0.126756, 0.0303659, 0.259484, -0.196485, 1
100_0260_0030.JPG
FC6310R_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0228164, -0.00901186, -0.463647, 0.265421, -0.21009, -0.0427123, -0.0942378, 0.0421158, -0.129729, 0.759015, 0.110233, 0.00523661, -0.00361626
0.0228164, 1, 0.0252601, 0.0285077, -0.0331333, 0.0291711, 0.0145488, 0.384589, -0.123445, -0.0224795, 0.038378, -0.0011078, 0.447399, 0.0114458
-0.00901186, 0.0252601, 1, 0.00806758, -0.00802087, 0.00746299, 0.377704, 0.0155218, -0.0146875, 0.0190278, -0.0136927, 0.458881, 0.00271244, -0.0290281
-0.463647, 0.0285077, 0.00806758, 1, -0.950119, 0.888769, 0.00675657, 0.0940389, -0.029849, 0.0332806, -0.243758, -0.034736, 0.00491734, -0.0092473
0.265421, -0.0331333, -0.00802087, -0.950119, 1, -0.982934, 0.00041055, -0.0735699, 0.0259924, -0.00630324, 0.086085, 0.0129663, -0.00368601, 0.0117518
-0.21009, 0.0291711, 0.00746299, 0.888769, -0.982934, 1, -0.00199222, 0.0635259, -0.0222345, 0.00168003, -0.0498469, -0.00829066, 0.00328152, -0.0115525
-0.0427123, 0.0145488, 0.377704, 0.00675657, 0.00041055, -0.00199222, 1, -0.00656228, 0.00774698, -0.0428642, -0.0462859, 0.228825, -0.00343414, 0.000580003
-0.0942378, 0.384589, 0.0155218, 0.0940389, -0.0735699, 0.0635259, -0.00656228, 1, 0.0215411, 0.0349926, -0.0514579, -0.0109999, 0.258041, 0.00228776
0.0421158, -0.123445, -0.0146875, -0.029849, 0.0259924, -0.0222345, 0.00774698, 0.0215411, 1, 0.0219961, 0.0406468, 0.267499, 0.67489, 0.0255174
-0.129729, -0.0224795, 0.0190278, 0.0332806, -0.00630324, 0.00168003, -0.0428642, 0.0349926, 0.0219961, 1, -0.10321, -0.69266, 0.304771, 0.100156
0.759015, 0.038378, -0.0136927, -0.243758, 0.086085, -0.0498469, -0.0462859, -0.0514579, 0.0406468, -0.10321, 1, 0.123995, 0.168434, 0.00489049
0.110233, -0.0011078, 0.458881, -0.034736, 0.0129663, -0.00829066, 0.228825, -0.0109999, 0.267499, -0.69266, 0.123995, 1, -0.0304627, 0.260011
0.00523661, 0.447399, 0.00271244, 0.00491734, -0.00368601, 0.00328152, -0.00343414, 0.258041, 0.67489, 0.304771, 0.168434, -0.0304627, 1, -0.0229996
-0.00361626, 0.0114458, -0.0290281, -0.0092473, 0.0117518, -0.0115525, 0.000580003, 0.00228776, 0.0255174, 0.100156, 0.00489049, 0.260011, -0.0229996, 1
100_0260_0031.JPG
FC6310R_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0228164, -0.00901186, -0.463647, 0.265421, -0.21009, -0.0427123, -0.0942378, 0.0421565, -0.13005, 0.749826, 0.0577308, -0.100811, -0.00493756
0.0228164, 1, 0.0252601, 0.0285077, -0.0331333, 0.0291711, 0.0145488, 0.384589, -0.119612, -0.0274776, 0.0360439, -0.0791787, 0.489109, 0.00461454
-0.00901186, 0.0252601, 1, 0.00806758, -0.00802087, 0.00746299, 0.377704, 0.0155218, -0.0155675, 0.0144985, -0.00677171, 0.462288, 0.0247366, -0.025409
-0.463647, 0.0285077, 0.00806758, 1, -0.950119, 0.888769, 0.00675657, 0.0940389, -0.0276854, 0.0326001, -0.245622, -0.0237175, 0.0466596, -0.00875753
0.265421, -0.0331333, -0.00802087, -0.950119, 1, -0.982934, 0.00041055, -0.0735699, 0.024022, -0.0062358, 0.089901, 0.0149653, -0.027129, 0.0117646
-0.21009, 0.0291711, 0.00746299, 0.888769, -0.982934, 1, -0.00199222, 0.0635259, -0.0205169, 0.00189797, -0.053446, -0.0114491, 0.021459, -0.0117957
-0.0427123, 0.0145488, 0.377704, 0.00675657, 0.00041055, -0.00199222, 1, -0.00656228, 0.0150194, -0.037508, -0.0397596, 0.213762, -0.0193447, -0.00140542
-0.0942378, 0.384589, 0.0155218, 0.0940389, -0.0735699, 0.0635259, -0.00656228, 1, 0.0155412, 0.0414083, -0.0515684, 0.0121367, 0.253567, -0.0090787
0.0421565, -0.119612, -0.0155675, -0.0276854, 0.024022, -0.0205169, 0.0150194, 0.0155412, 1, 0.023017, 0.0539886, 0.773236, 0.0805252, 0.00149384
-0.13005, -0.0274776, 0.0144985, 0.0326001, -0.0062358, 0.00189797, -0.037508, 0.0414083, 0.023017, 1, -0.0888836, -0.107879, 0.73748, 0.110866
0.749826, 0.0360439, -0.00677171, -0.245622, 0.089901, -0.053446, -0.0397596, -0.0515684, 0.0539886, -0.0888836, 1, 0.187268, 0.00847504, 0.00324713
0.0577308, -0.0791787, 0.462288, -0.0237175, 0.0149653, -0.0114491, 0.213762, 0.0121367, 0.773236, -0.107879, 0.187268, 1, -0.046343, 0.132004
-0.100811, 0.489109, 0.0247366, 0.0466596, -0.027129, 0.021459, -0.0193447, 0.253567, 0.0805252, 0.73748, 0.00847504, -0.046343, 1, -0.182403
-0.00493756, 0.00461454, -0.025409, -0.00875753, 0.0117646, -0.0117957, -0.00140542, -0.0090787, 0.00149384, 0.110866, 0.00324713, 0.132004, -0.182403, 1
100_0260_0032.JPG
FC6310R_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0228164, -0.00901186, -0.463647, 0.265421, -0.21009, -0.0427123, -0.0942378, 0.0408742, -0.131094, 0.720975, -0.00363745, -0.125118, -0.00598436
0.0228164, 1, 0.0252601, 0.0285077, -0.0331333, 0.0291711, 0.0145488, 0.384589, -0.119968, -0.0231887, 0.0374323, -0.0880186, 0.528822, -0.0120773
-0.00901186, 0.0252601, 1, 0.00806758, -0.00802087, 0.00746299, 0.377704, 0.0155218, -0.0128621, 0.0148964, -0.012095, 0.463006, 0.0301374, -0.0221191
-0.463647, 0.0285077, 0.00806758, 1, -0.950119, 0.888769, 0.00675657, 0.0940389, -0.0250859, 0.0335715, -0.238079, -7.25242e-05, 0.0557959, -0.00411721
0.265421, -0.0331333, -0.00802087, -0.950119, 1, -0.982934, 0.00041055, -0.0735699, 0.0218922, -0.00682492, 0.0891943, 0.00420316, -0.0322157, 0.00672624
-0.21009, 0.0291711, 0.00746299, 0.888769, -0.982934, 1, -0.00199222, 0.0635259, -0.0187742, 0.00251357, -0.0541785, -0.00351629, 0.0250004, -0.00701463
-0.0427123, 0.0145488, 0.377704, 0.00675657, 0.00041055, -0.00199222, 1, -0.00656228, 0.0125285, -0.037246, -0.0361273, 0.183886, -0.0241104, -0.00527531
-0.0942378, 0.384589, 0.0155218, 0.0940389, -0.0735699, 0.0635259, -0.00656228, 1, 0.0135917, 0.0474646, -0.0591593, 0.0285446, 0.243612, -0.0175328
0.0408742, -0.119968, -0.0128621, -0.0250859, 0.0218922, -0.0187742, 0.0125285, 0.0135917, 1, 0.0446119, 0.00265618, 0.784184, -0.265865, 0.0146765
-0.131094, -0.0231887, 0.0148964, 0.0335715, -0.00682492, 0.00251357, -0.037246, 0.0474646, 0.0446119, 1, -0.087922, 0.270373, 0.729545, 0.0616269
0.720975, 0.0374323, -0.012095, -0.238079, 0.0891943, -0.0541785, -0.0361273, -0.0591593, 0.00265618, -0.087922, 1, 0.00742299, -0.064356, 0.00584082
-0.00363745, -0.0880186, 0.463006, -7.25242e-05, 0.00420316, -0.00351629, 0.183886, 0.0285446, 0.784184, 0.270373, 0.00742299, 1, -0.0268278, 0.0255165
-0.125118, 0.528822, 0.0301374, 0.0557959, -0.0322157, 0.0250004, -0.0241104, 0.243612, -0.265865, 0.729545, -0.064356, -0.0268278, 1, -0.0230679
-0.00598436, -0.0120773, -0.0221191, -0.00411721, 0.00672624, -0.00701463, -0.00527531, -0.0175328, 0.0146765, 0.0616269, 0.00584082, 0.0255165, -0.0230679, 1
100_0260_0033.JPG
FC6310R_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0228164, -0.00901186, -0.463647, 0.265421, -0.21009, -0.0427123, -0.0942378, 0.0422997, -0.135001, 0.711742, -0.0174119, -0.128108, -0.00758401
0.0228164, 1, 0.0252601, 0.0285077, -0.0331333, 0.0291711, 0.0145488, 0.384589, -0.121273, -0.0228459, 0.0395026, -0.0907587, 0.533535, -0.0251399
-0.00901186, 0.0252601, 1, 0.00806758, -0.00802087, 0.00746299, 0.377704, 0.0155218, -0.0135377, 0.0173379, -0.0158244, 0.465402, 0.0279802, -0.0343321
-0.463647, 0.0285077, 0.00806758, 1, -0.950119, 0.888769, 0.00675657, 0.0940389, -0.0233812, 0.0389513, -0.236629, -0.00635884, 0.0591161, -0.0061063
0.265421, -0.0331333, -0.00802087, -0.950119, 1, -0.982934, 0.00041055, -0.0735699, 0.0203505, -0.0120752, 0.0905077, 0.0142963, -0.0358652, 0.00897655
