100_0154_0001.JPG
FC6310R_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0228164, -0.00901186, -0.463647, 0.265421, -0.21009, -0.0427123, -0.0942378, 0.0430675, -0.137191, 0.638559, -0.00992051, 0.0129792, -0.0126417
0.0228164, 1, 0.0252601, 0.0285077, -0.0331333, 0.0291711, 0.0145488, 0.384589, -0.126602, -0.0227309, 0.0344274, 0.00573355, 0.313439, 0.0193508
-0.00901186, 0.0252601, 1, 0.00806758, -0.00802087, 0.00746299, 0.377704, 0.0155218, -0.0144287, 0.0193657, -0.007993, 0.317875, 0.0142441, -0.00449359
-0.463647, 0.0285077, 0.00806758, 1, -0.950119, 0.888769, 0.00675657, 0.0940389, -0.0251733, 0.0360104, -0.206899, 0.00790243, 0.0105446, 0.00508463
0.265421, -0.0331333, -0.00802087, -0.950119, 1, -0.982934, 0.00041055, -0.0735699, 0.0214417, -0.00745881, 0.0746585, -0.00605779, -0.0148244, -0.00361792
-0.21009, 0.0291711, 0.00746299, 0.888769, -0.982934, 1, -0.00199222, 0.0635259, -0.018058, 0.0026942, -0.0434741, 0.00504841, 0.0141176, 0.00422097
-0.0427123, 0.0145488, 0.377704, 0.00675657, 0.00041055, -0.00199222, 1, -0.00656228, 0.00687542, -0.0418006, -0.0392321, 0.16178, -0.00449489, -0.0049833
-0.0942378, 0.384589, 0.0155218, 0.0940389, -0.0735699, 0.0635259, -0.00656228, 1, 0.0206468, 0.0379039, -0.0481982, 0.00890234, 0.16732, 0.0172062
0.0430675, -0.126602, -0.0144287, -0.0251733, 0.0214417, -0.018058, 0.00687542, 0.0206468, 1, 0.0240486, 0.0345438, -0.0431939, 0.308779, -0.0293933
-0.137191, -0.0227309, 0.0193657, 0.0360104, -0.00745881, 0.0026942, -0.0418006, 0.0379039, 0.0240486, 1, -0.110808, -0.303064, -0.0502003, 0.0266594
0.638559, 0.0344274, -0.007993, -0.206899, 0.0746585, -0.0434741, -0.0392321, -0.0481982, 0.0345438, -0.110808, 1, 0.0743554, 0.0934526, 0.0036915
-0.00992051, 0.00573355, 0.317875, 0.00790243, -0.00605779, 0.00504841, 0.16178, 0.00890234, -0.0431939, -0.303064, 0.0743554, 1, 0.0307539, 0.292949
0.0129792, 0.313439, 0.0142441, 0.0105446, -0.0148244, 0.0141176, -0.00449489, 0.16732, 0.308779, -0.0502003, 0.0934526, 0.0307539, 1, -0.0623409
-0.0126417, 0.0193508, -0.00449359, 0.00508463, -0.00361792, 0.00422097, -0.0049833, 0.0172062, -0.0293933, 0.0266594, 0.0036915, 0.292949, -0.0623409, 1
100_0154_0012.JPG
FC6310R_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0228164, -0.00901186, -0.463647, 0.265421, -0.21009, -0.0427123, -0.0942378, 0.0440464, -0.141042, 0.663767, -0.0119564, 0.00923472, -0.0117613
0.0228164, 1, 0.0252601, 0.0285077, -0.0331333, 0.0291711, 0.0145488, 0.384589, -0.131057, -0.0234801, 0.0328126, 0.00106924, 0.318688, 0.0145656
-0.00901186, 0.0252601, 1, 0.00806758, -0.00802087, 0.00746299, 0.377704, 0.0155218, -0.0144326, 0.0203542, -0.0119882, 0.320218, 0.0126046, -0.0099838
-0.463647, 0.0285077, 0.00806758, 1, -0.950119, 0.888769, 0.00675657, 0.0940389, -0.025525, 0.036939, -0.217673, 0.0063211, 0.012539, 0.00495203
0.265421, -0.0331333, -0.00802087, -0.950119, 1, -0.982934, 0.00041055, -0.0735699, 0.0216089, -0.00751463, 0.0807606, -0.00605232, -0.016951, -0.00481438
-0.21009, 0.0291711, 0.00746299, 0.888769, -0.982934, 1, -0.00199222, 0.0635259, -0.0181379, 0.0025715, -0.0492927, 0.00585679, 0.0164036, 0.00523334
-0.0427123, 0.0145488, 0.377704, 0.00675657, 0.00041055, -0.00199222, 1, -0.00656228, 0.00852259, -0.0418402, -0.0408839, 0.163272, -0.00378094, -0.00696834
-0.0942378, 0.384589, 0.0155218, 0.0940389, -0.0735699, 0.0635259, -0.00656228, 1, 0.0197905, 0.0383847, -0.0524865, 0.0134282, 0.172164, 0.0219356
0.0440464, -0.131057, -0.0144326, -0.025525, 0.0216089, -0.0181379, 0.00852259, 0.0197905, 1, 0.0279979, 0.0387315, -0.0471651, 0.282871, -0.0434273
-0.141042, -0.0234801, 0.0203542, 0.036939, -0.00751463, 0.0025715, -0.0418402, 0.0383847, 0.0279979, 1, -0.109013, -0.282954, -0.0381253, 0.0256537
0.663767, 0.0328126, -0.0119882, -0.217673, 0.0807606, -0.0492927, -0.0408839, -0.0524865, 0.0387315, -0.109013, 1, 0.00680587, 0.0962865, -0.00605694
-0.0119564, 0.00106924, 0.320218, 0.0063211, -0.00605232, 0.00585679, 0.163272, 0.0134282, -0.0471651, -0.282954, 0.00680587, 1, 0.018526, 0.276821
0.00923472, 0.318688, 0.0126046, 0.012539, -0.016951, 0.0164036, -0.00378094, 0.172164, 0.282871, -0.0381253, 0.0962865, 0.018526, 1, -0.0135128
-0.0117613, 0.0145656, -0.0099838, 0.00495203, -0.00481438, 0.00523334, -0.00696834, 0.0219356, -0.0434273, 0.0256537, -0.00605694, 0.276821, -0.0135128, 1
100_0154_0013.JPG
FC6310R_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0228164, -0.00901186, -0.463647, 0.265421, -0.21009, -0.0427123, -0.0942378, 0.0426253, -0.135379, 0.670984, -0.0142186, 0.0059335, -0.011424
0.0228164, 1, 0.0252601, 0.0285077, -0.0331333, 0.0291711, 0.0145488, 0.384589, -0.127362, -0.0226313, 0.0337609, -0.000881485, 0.322336, 0.0089061
-0.00901186, 0.0252601, 1, 0.00806758, -0.00802087, 0.00746299, 0.377704, 0.0155218, -0.0135156, 0.020192, -0.0139032, 0.310189, 0.00953477, -0.0186145
-0.463647, 0.0285077, 0.00806758, 1, -0.950119, 0.888769, 0.00675657, 0.0940389, -0.0254936, 0.0351599, -0.218116, 0.00824635, 0.0138108, 0.00526566
0.265421, -0.0331333, -0.00802087, -0.950119, 1, -0.982934, 0.00041055, -0.0735699, 0.0217784, -0.00714818, 0.0801887, -0.0080373, -0.0178364, -0.00532732
-0.21009, 0.0291711, 0.00746299, 0.888769, -0.982934, 1, -0.00199222, 0.0635259, -0.0184992, 0.00273009, -0.048573, 0.00746559, 0.0170361, 0.00499449
-0.0427123, 0.0145488, 0.377704, 0.00675657, 0.00041055, -0.00199222, 1, -0.00656228, 0.00882769, -0.0414004, -0.0390523, 0.163583, -0.00413189, -0.00793477
-0.0942378, 0.384589, 0.0155218, 0.0940389, -0.0735699, 0.0635259, -0.00656228, 1, 0.0191922, 0.0362403, -0.0524447, 0.0201874, 0.178472, 0.0231868
0.0426253, -0.127362, -0.0135156, -0.0254936, 0.0217784, -0.0184992, 0.00882769, 0.0191922, 1, 0.0270085, 0.0435617, -0.051592, 0.290459, -0.0430751
-0.135379, -0.0226313, 0.020192, 0.0351599, -0.00714818, 0.00273009, -0.0414004, 0.0362403, 0.0270085, 1, -0.099388, -0.283117, -0.0319385, 0.0354386
0.670984, 0.0337609, -0.0139032, -0.218116, 0.0801887, -0.048573, -0.0390523, -0.0524447, 0.0435617, -0.099388, 1, -0.0393734, 0.101865, -0.0198783
-0.0142186, -0.000881485, 0.310189, 0.00824635, -0.0080373, 0.00746559, 0.163583, 0.0201874, -0.051592, -0.283117, -0.0393734, 1, -0.0115739, 0.291575
0.0059335, 0.322336, 0.00953477, 0.0138108, -0.0178364, 0.0170361, -0.00413189, 0.178472, 0.290459, -0.0319385, 0.101865, -0.0115739, 1, 0.00248115
-0.011424, 0.0089061, -0.0186145, 0.00526566, -0.00532732, 0.00499449, -0.00793477, 0.0231868, -0.0430751, 0.0354386, -0.0198783, 0.291575, 0.00248115, 1
100_0154_0014.JPG
FC6310R_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0228164, -0.00901186, -0.463647, 0.265421, -0.21009, -0.0427123, -0.0942378, 0.0412033, -0.130781, 0.671095, -0.0144372, 0.00225964, -0.0101098
0.0228164, 1, 0.0252601, 0.0285077, -0.0331333, 0.0291711, 0.0145488, 0.384589, -0.123867, -0.0219019, 0.0346965, 0.00258943, 0.32234, 0.00678391
-0.00901186, 0.0252601, 1, 0.00806758, -0.00802087, 0.00746299, 0.377704, 0.0155218, -0.0134788, 0.0192007, -0.0146024, 0.298701, 0.0076419, -0.0288167
-0.463647, 0.0285077, 0.00806758, 1, -0.950119, 0.888769, 0.00675657, 0.0940389, -0.0228897, 0.0342601, -0.220099, 0.00678278, 0.0183073, 0.004143
0.265421, -0.0331333, -0.00802087, -0.950119, 1, -0.982934, 0.00041055, -0.0735699, 0.0187443, -0.0072773, 0.0827571, -0.00592095, -0.0226446, -0.00370138
-0.21009, 0.0291711, 0.00746299, 0.888769, -0.982934, 1, -0.00199222, 0.0635259, -0.0154985, 0.00291136, -0.0511936, 0.00562735, 0.0218628, 0.00322605
-0.0427123, 0.0145488, 0.377704, 0.00675657, 0.00041055, -0.00199222, 1, -0.00656228, 0.00849752, -0.0405366, -0.0367558, 0.159134, -0.00566152, -0.0110971
-0.0942378, 0.384589, 0.0155218, 0.0940389, -0.0735699, 0.0635259, -0.00656228, 1, 0.0196669, 0.0349141, -0.0554314, 0.0227803, 0.181988, 0.0181298
0.0412033, -0.123867, -0.0134788, -0.0228897, 0.0187443, -0.0154985, 0.00849752, 0.0196669, 1, 0.0262918, 0.0521792, -0.0495118, 0.2951, -0.0346346
-0.130781, -0.0219019, 0.0192007, 0.0342601, -0.0072773, 0.00291136, -0.0405366, 0.0349141, 0.0262918, 1, -0.0964366, -0.292877, -0.0260123, 0.0478289
0.671095, 0.0346965, -0.0146024, -0.220099, 0.0827571, -0.0511936, -0.0367558, -0.0554314, 0.0521792, -0.0964366, 1, -0.036437, 0.12978, -0.013093
-0.0144372, 0.00258943, 0.298701, 0.00678278, -0.00592095, 0.00562735, 0.159134, 0.0227803, -0.0495118, -0.292877, -0.036437, 1, -0.0319062, 0.314961
0.00225964, 0.32234, 0.0076419, 0.0183073, -0.0226446, 0.0218628, -0.00566152, 0.181988, 0.2951, -0.0260123, 0.12978, -0.0319062, 1, 0.00399444
-0.0101098, 0.00678391, -0.0288167, 0.004143, -0.00370138, 0.00322605, -0.0110971, 0.0181298, -0.0346346, 0.0478289, -0.013093, 0.314961, 0.00399444, 1
100_0154_0015.JPG
FC6310R_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0228164, -0.00901186, -0.463647, 0.265421, -0.21009, -0.0427123, -0.0942378, 0.0526556, -0.172367, 0.748502, -0.0146465, 0.000453373, -0.00831544
0.0228164, 1, 0.0252601, 0.0285077, -0.0331333, 0.0291711, 0.0145488, 0.384589, -0.155209, -0.0288298, 0.0398324, 0.00520591, 0.3366, 0.00251541
-0.00901186, 0.0252601, 1, 0.00806758, -0.00802087, 0.00746299, 0.377704, 0.0155218, -0.0179909, 0.0235352, -0.0170745, 0.301594, 0.00534427, -0.0299491
-0.463647, 0.0285077, 0.00806758, 1, -0.950119, 0.888769, 0.00675657, 0.0940389, -0.030535, 0.0453591, -0.24524, 0.00877267, 0.018676, 0.00533774
0.265421, -0.0331333, -0.00802087, -0.950119, 1, -0.982934, 0.00041055, -0.0735699, 0.025979, -0.00979165, 0.0919682, -0.00742817, -0.0228705, -0.00430511
-0.21009, 0.0291711, 0.00746299, 0.888769, -0.982934, 1, -0.00199222, 0.0635259, -0.0217886, 0.00385534, -0.0569403, 0.00761804, 0.0224278, 0.00406607
-0.0427123, 0.0145488, 0.377704, 0.00675657, 0.00041055, -0.00199222, 1, -0.00656228, 0.00906403, -0.0505405, -0.0402194, 0.160091, -0.00896296, -0.00981372
-0.0942378, 0.384589, 0.0155218, 0.0940389, -0.0735699, 0.0635259, -0.00656228, 1, 0.0231412, 0.0472213, -0.0619357, 0.020218, 0.190485, 0.00537814
0.0526556, -0.155209, -0.0179909, -0.030535, 0.025979, -0.0217886, 0.00906403, 0.0231412, 1, 0.0396249, 0.0482321, -0.0240336, 0.137004, -0.029778
-0.172367, -0.0288298, 0.0235352, 0.0453591, -0.00979165, 0.00385534, -0.0505405, 0.0472213, 0.0396249, 1, -0.137261, -0.125388, -0.0153841, 0.0245418
0.748502, 0.0398324, -0.0170745, -0.24524, 0.0919682, -0.0569403, -0.0402194, -0.0619357, 0.0482321, -0.137261, 1, -0.0235297, 0.0733844, 0.00517689
-0.0146465, 0.00520591, 0.301594, 0.00877267, -0.00742817, 0.00761804, 0.160091, 0.020218, -0.0240336, -0.125388, -0.0235297, 1, -0.0288843, 0.390749
0.000453373, 0.3366, 0.00534427, 0.018676, -0.0228705, 0.0224278, -0.00896296, 0.190485, 0.137004, -0.0153841, 0.0733844, -0.0288843, 1, 0.0121962
-0.00831544, 0.00251541, -0.0299491, 0.00533774, -0.00430511, 0.00406607, -0.00981372, 0.00537814, -0.029778, 0.0245418, 0.00517689, 0.390749, 0.0121962, 1
100_0154_0016.JPG
FC6310R_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0228164, -0.00901186, -0.463647, 0.265421, -0.21009, -0.0427123, -0.0942378, 0.0474566, -0.152771, 0.710519, -0.013363, -0.00143742, -0.00623245
0.0228164, 1, 0.0252601, 0.0285077, -0.0331333, 0.0291711, 0.0145488, 0.384589, -0.139768, -0.025479, 0.0372192, 0.010408, 0.325581, 0.00312088
-0.00901186, 0.0252601, 1, 0.00806758, -0.00802087, 0.00746299, 0.377704, 0.0155218, -0.0164703, 0.0214942, -0.0137945, 0.298911, 0.00680545, -0.0254443
-0.463647, 0.0285077, 0.00806758, 1, -0.950119, 0.888769, 0.00675657, 0.0940389, -0.0270344, 0.0396147, -0.23114, 0.00902447, 0.0202506, 0.00426306
0.265421, -0.0331333, -0.00802087, -0.950119, 1, -0.982934, 0.00041055, -0.0735699, 0.0227577, -0.00790399, 0.0845809, -0.00665755, -0.0244498, -0.00156413
-0.21009, 0.0291711, 0.00746299, 0.888769, -0.982934, 1, -0.00199222, 0.0635259, -0.0189498, 0.00258993, -0.0504615, 0.00679793, 0.024305, 0.000996947
-0.0427123, 0.0145488, 0.377704, 0.00675657, 0.00041055, -0.00199222, 1, -0.00656228, 0.00769176, -0.0452528, -0.037517, 0.158977, -0.0103763, -0.00901913
-0.0942378, 0.384589, 0.0155218, 0.0940389, -0.0735699, 0.0635259, -0.00656228, 1, 0.0215334, 0.0421034, -0.0579735, 0.0164567, 0.187585, -0.00488911
0.0474566, -0.139768, -0.0164703, -0.0270344, 0.0227577, -0.0189498, 0.00769176, 0.0215334, 1, 0.0320025, 0.046398, -0.0268935, 0.19532, -0.0181273
-0.152771, -0.025479, 0.0214942, 0.0396147, -0.00790399, 0.00258993, -0.0452528, 0.0421034, 0.0320025, 1, -0.113982, -0.200608, -0.0233289, 0.026545
0.710519, 0.0372192, -0.0137945, -0.23114, 0.0845809, -0.0504615, -0.037517, -0.0579735, 0.046398, -0.113982, 1, 0.0133825, 0.0939855, 0.0142337
-0.013363, 0.010408, 0.298911, 0.00902447, -0.00665755, 0.00679793, 0.158977, 0.0164567, -0.0268935, -0.200608, 0.0133825, 1, 0.00616889, 0.369175
-0.00143742, 0.325581, 0.00680545, 0.0202506, -0.0244498, 0.024305, -0.0103763, 0.187585, 0.19532, -0.0233289, 0.0939855, 0.00616889, 1, 0.00791631
-0.00623245, 0.00312088, -0.0254443, 0.00426306, -0.00156413, 0.000996947, -0.00901913, -0.00488911, -0.0181273, 0.026545, 0.0142337, 0.369175, 0.00791631, 1
100_0154_0017.JPG
FC6310R_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0228164, -0.00901186, -0.463647, 0.265421, -0.21009, -0.0427123, -0.0942378, 0.0463282, -0.148939, 0.708753, -0.0112256, -0.00311076, -0.00408351
0.0228164, 1, 0.0252601, 0.0285077, -0.0331333, 0.0291711, 0.0145488, 0.384589, -0.136316, -0.0250702, 0.0374414, 0.0113012, 0.32027, -0.003753
-0.00901186, 0.0252601, 1, 0.00806758, -0.00802087, 0.00746299, 0.377704, 0.0155218, -0.0164906, 0.0211911, -0.0153156, 0.302773, 0.00496525, -0.0224038
-0.463647, 0.0285077, 0.00806758, 1, -0.950119, 0.888769, 0.00675657, 0.0940389, -0.0261746, 0.03965, -0.232144, 0.00405621, 0.0215937, 0.000876794
0.265421, -0.0331333, -0.00802087, -0.950119, 1, -0.982934, 0.00041055, -0.0735699, 0.0220031, -0.00905649, 0.0863231, -0.00176001, -0.0251511, 0.000887138
-0.21009, 0.0291711, 0.00746299, 0.888769, -0.982934, 1, -0.00199222, 0.0635259, -0.0183919, 0.00384673, -0.0522972, 0.0025699, 0.0247314, -0.000761659
-0.0427123, 0.0145488, 0.377704, 0.00675657, 0.00041055, -0.00199222, 1, -0.00656228, 0.00647726, -0.0450202, -0.037173, 0.164964, -0.011686, -0.00711816
-0.0942378, 0.384589, 0.0155218, 0.0940389, -0.0735699, 0.0635259, -0.00656228, 1, 0.021916, 0.041767, -0.0556151, 0.012015, 0.186169, -0.013926
0.0463282, -0.136316, -0.0164906, -0.0261746, 0.0220031, -0.0183919, 0.00647726, 0.021916, 1, 0.0289446, 0.0461071, -0.0222642, 0.201891, -0.0187702
-0.148939, -0.0250702, 0.0211911, 0.03965, -0.00905649, 0.00384673, -0.0450202, 0.041767, 0.0289446, 1, -0.108054, -0.223209, -0.0286893, 0.0178089
0.708753, 0.0374414, -0.0153156, -0.232144, 0.0863231, -0.0522972, -0.037173, -0.0556151, 0.0461071, -0.108054, 1, -0.0047338, 0.0824554, 0.00954961
-0.0112256, 0.0113012, 0.302773, 0.00405621, -0.00176001, 0.0025699, 0.164964, 0.012015, -0.0222642, -0.223209, -0.0047338, 1, 0.0428501, 0.350826
-0.00311076, 0.32027, 0.00496525, 0.0215937, -0.0251511, 0.0247314, -0.011686, 0.186169, 0.201891, -0.0286893, 0.0824554, 0.0428501, 1, 0.067358
-0.00408351, -0.003753, -0.0224038, 0.000876794, 0.000887138, -0.000761659, -0.00711816, -0.013926, -0.0187702, 0.0178089, 0.00954961, 0.350826, 0.067358, 1
100_0154_0018.JPG
FC6310R_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0228164, -0.00901186, -0.463647, 0.265421, -0.21009, -0.0427123, -0.0942378, 0.0462509, -0.147768, 0.700665, -0.00937924, -0.00343051, -0.00225419
0.0228164, 1, 0.0252601, 0.0285077, -0.0331333, 0.0291711, 0.0145488, 0.384589, -0.1357, -0.0247936, 0.0368607, 0.00582522, 0.313124, -0.00290302
-0.00901186, 0.0252601, 1, 0.00806758, -0.00802087, 0.00746299, 0.377704, 0.0155218, -0.015242, 0.020999, -0.0153543, 0.304345, 0.00301392, -0.0099516
-0.463647, 0.0285077, 0.00806758, 1, -0.950119, 0.888769, 0.00675657, 0.0940389, -0.0274252, 0.0386996, -0.229128, 0.00121811, 0.0174375, -0.00327166
0.265421, -0.0331333, -0.00802087, -0.950119, 1, -0.982934, 0.00041055, -0.0735699, 0.0235664, -0.00821968, 0.0845778, -0.000495896, -0.0202212, 0.00391437
-0.21009, 0.0291711, 0.00746299, 0.888769, -0.982934, 1, -0.00199222, 0.0635259, -0.0199098, 0.0032059, -0.0509658, 0.00156797, 0.0201725, -0.00346705
-0.0427123, 0.0145488, 0.377704, 0.00675657, 0.00041055, -0.00199222, 1, -0.00656228, 0.00771506, -0.0438078, -0.0400765, 0.165193, -0.00972664, 0.000922097
-0.0942378, 0.384589, 0.0155218, 0.0940389, -0.0735699, 0.0635259, -0.00656228, 1, 0.0203688, 0.0407217, -0.0558494, 0.0120314, 0.177105, -0.0115876
0.0462509, -0.1357, -0.015242, -0.0274252, 0.0235664, -0.0199098, 0.00771506, 0.0203688, 1, 0.0284872, 0.0384388, -0.0215359, 0.21003, -0.0171348
-0.147768, -0.0247936, 0.020999, 0.0386996, -0.00821968, 0.0032059, -0.0438078, 0.0407217, 0.0284872, 1, -0.112698, -0.235717, -0.0264705, 0.0139592
0.700665, 0.0368607, -0.0153543, -0.229128, 0.0845778, -0.0509658, -0.0400765, -0.0558494, 0.0384388, -0.112698, 1, -0.0063048, 0.0578531, -0.00370132
-0.00937924, 0.00582522, 0.304345, 0.00121811, -0.000495896, 0.00156797, 0.165193, 0.0120314, -0.0215359, -0.235717, -0.0063048, 1, 0.0480885, 0.329653
-0.00343051, 0.313124, 0.00301392, 0.0174375, -0.0202212, 0.0201725, -0.00972664, 0.177105, 0.21003, -0.0264705, 0.0578531, 0.0480885, 1, 0.0540349
-0.00225419, -0.00290302, -0.0099516, -0.00327166, 0.00391437, -0.00346705, 0.000922097, -0.0115876, -0.0171348, 0.0139592, -0.00370132, 0.329653, 0.0540349, 1
100_0154_0019.JPG
FC6310R_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0228164, -0.00901186, -0.463647, 0.265421, -0.21009, -0.0427123, -0.0942378, 0.04363, -0.13909, 0.687151, -0.00770708, -0.00422063, -0.00148056
0.0228164, 1, 0.0252601, 0.0285077, -0.0331333, 0.0291711, 0.0145488, 0.384589, -0.128495, -0.0230693, 0.0334085, 0.00408846, 0.301049, -0.00314926
-0.00901186, 0.0252601, 1, 0.00806758, -0.00802087, 0.00746299, 0.377704, 0.0155218, -0.014063, 0.0202138, -0.0132568, 0.301866, 0.00291566, 0.00100386
-0.463647, 0.0285077, 0.00806758, 1, -0.950119, 0.888769, 0.00675657, 0.0940389, -0.0254558, 0.0362485, -0.223466, 0.000493615, 0.0176832, -0.00445493
0.265421, -0.0331333, -0.00802087, -0.950119, 1, -0.982934, 0.00041055, -0.0735699, 0.0219105, -0.00754224, 0.0815634, -0.000276918, -0.0201427, 0.00441996
-0.21009, 0.0291711, 0.00746299, 0.888769, -0.982934, 1, -0.00199222, 0.0635259, -0.018607, 0.00291271, -0.0487843, 0.00105583, 0.0196281, -0.00418624
-0.0427123, 0.0145488, 0.377704, 0.00675657, 0.00041055, -0.00199222, 1, -0.00656228, 0.00750253, -0.0412334, -0.0388215, 0.165736, -0.00722993, 0.00749389
-0.0942378, 0.384589, 0.0155218, 0.0940389, -0.0735699, 0.0635259, -0.00656228, 1, 0.018889, 0.0382934, -0.0550257, 0.0134341, 0.168506, -0.00552872
0.04363, -0.128495, -0.014063, -0.0254558, 0.0219105, -0.018607, 0.00750253, 0.018889, 1, 0.0251973, 0.0301036, -0.0205853, 0.232026, -0.014587
-0.13909, -0.0230693, 0.0202138, 0.0362485, -0.00754224, 0.00291271, -0.0412334, 0.0382934, 0.0251973, 1, -0.104752, -0.272844, -0.0273259, 0.0121641
0.687151, 0.0334085, -0.0132568, -0.223466, 0.0815634, -0.0487843, -0.0388215, -0.0550257, 0.0301036, -0.104752, 1, 0.00893289, 0.0312904, 0.00848788
-0.00770708, 0.00408846, 0.301866, 0.000493615, -0.000276918, 0.00105583, 0.165736, 0.0134341, -0.0205853, -0.272844, 0.00893289, 1, 0.0544357, 0.258402
-0.00422063, 0.301049, 0.00291566, 0.0176832, -0.0201427, 0.0196281, -0.00722993, 0.168506, 0.232026, -0.0273259, 0.0312904, 0.0544357, 1, 0.0236474
-0.00148056, -0.00314926, 0.00100386, -0.00445493, 0.00441996, -0.00418624, 0.00749389, -0.00552872, -0.014587, 0.0121641, 0.00848788, 0.258402, 0.0236474, 1
100_0154_0020.JPG
FC6310R_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0228164, -0.00901186, -0.463647, 0.265421, -0.21009, -0.0427123, -0.0942378, 0.0437741, -0.139792, 0.691498, -0.00651639, -0.00491645, -0.00173333
0.0228164, 1, 0.0252601, 0.0285077, -0.0331333, 0.0291711, 0.0145488, 0.384589, -0.129892, -0.0232526, 0.0345452, 0.00761606, 0.303209, 0.00190248
-0.00901186, 0.0252601, 1, 0.00806758, -0.00802087, 0.00746299, 0.377704, 0.0155218, -0.0145227, 0.0199847, -0.015305, 0.313157, 0.00259689, -0.00148714
-0.463647, 0.0285077, 0.00806758, 1, -0.950119, 0.888769, 0.00675657, 0.0940389, -0.0253066, 0.0370298, -0.224676, -0.00311271, 0.0183634, -0.00358114
0.265421, -0.0331333, -0.00802087, -0.950119, 1, -0.982934, 0.00041055, -0.0735699, 0.0214868, -0.00826922, 0.0824053, 0.00396099, -0.0209603, 0.00370684
-0.21009, 0.0291711, 0.00746299, 0.888769, -0.982934, 1, -0.00199222, 0.0635259, -0.0181614, 0.00354404, -0.0499093, -0.00338334, 0.0205108, -0.00366374
-0.0427123, 0.0145488, 0.377704, 0.00675657, 0.00041055, -0.00199222, 1, -0.00656228, 0.00765913, -0.0421463, -0.0380217, 0.173231, -0.00533371, 0.00529535
-0.0942378, 0.384589, 0.0155218, 0.0940389, -0.0735699, 0.0635259, -0.00656228, 1, 0.0195628, 0.0384376, -0.0551948, 0.0139963, 0.168624, -0.00215449
0.0437741, -0.129892, -0.0145227, -0.0253066, 0.0214868, -0.0181614, 0.00765913, 0.0195628, 1, 0.0271609, 0.0333739, -0.0291516, 0.226587, -0.00458668
-0.139792, -0.0232526, 0.0199847, 0.0370298, -0.00826922, 0.00354404, -0.0421463, 0.0384376, 0.0271609, 1, -0.103206, -0.279746, -0.0212073, 0.0194977
0.691498, 0.0345452, -0.015305, -0.224676, 0.0824053, -0.0499093, -0.0380217, -0.0551948, 0.0333739, -0.103206, 1, -0.00202345, 0.0687628, 0.00328741
-0.00651639, 0.00761606, 0.313157, -0.00311271, 0.00396099, -0.00338334, 0.173231, 0.0139963, -0.0291516, -0.279746, -0.00202345, 1, 0.0177975, 0.276607
-0.00491645, 0.303209, 0.00259689, 0.0183634, -0.0209603, 0.0205108, -0.00533371, 0.168624, 0.226587, -0.0212073, 0.0687628, 0.0177975, 1, 0.0184092
-0.00173333, 0.00190248, -0.00148714, -0.00358114, 0.00370684, -0.00366374, 0.00529535, -0.00215449, -0.00458668, 0.0194977, 0.00328741, 0.276607, 0.0184092, 1
100_0154_0021.JPG
FC6310R_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0228164, -0.00901186, -0.463647, 0.265421, -0.21009, -0.0427123, -0.0942378, 0.0425338, -0.135147, 0.680187, -0.00656736, -0.00471668, -0.00233437
