x,y,z,sx,sy,sz
650495.37,432218.02,130.37,0.1114,0.0796,0.2098
650571.44,432221.73,131.69,0.3399,0.2638,0.7567
650498.17,432231.11,128.63,0.2133,0.1108,0.4388
650486.00,432245.53,129.26,0.5503,0.1326,0.8780
650546.92,432278.93,110.35,0.0256,0.0232,0.0474
650590.56,432248.98,130.14,0.0422,0.0369,0.1245
650585.73,432249.03,128.47,0.0850,0.0829,0.3096
650542.40,432242.82,112.42,0.0409,0.0297,0.0938
650513.08,432283.54,110.81,0.0760,0.0439,0.1106
650452.46,432257.82,128.67,0.1223,0.0901,0.2175
650444.62,432262.92,129.33,0.1526,0.1044,0.2317
650464.98,432210.43,130.00,0.1394,0.0764,0.3362
650537.02,432222.68,110.90,0.0298,0.0296,0.0693
650437.74,432230.05,131.10,0.1581,0.0642,0.2013
650440.81,432259.25,129.33,0.2794,0.1770,0.4047
650492.78,432226.52,127.73,0.0514,0.0943,0.3017
650482.62,432287.28,128.16,0.0473,0.0751,0.1728
650499.15,432244.75,131.33,0.0322,0.0526,0.1865
650483.75,432271.76,128.21,0.0755,0.0865,0.3066
650431.44,432224.35,130.82,0.3191,0.0651,0.3907
650465.08,432235.00,129.62,0.1885,0.1016,0.4250
650538.60,432226.72,110.88,0.0890,0.0694,0.2399
650467.08,432228.73,130.34,0.2565,0.1009,0.6492
650448.37,432260.16,129.35,0.3168,0.2278,0.5262
650474.48,432214.64,128.76,0.0947,0.0600,0.3068
650498.22,432233.28,129.53,0.0550,0.0638,0.3540
650469.93,432225.71,129.75,0.2328,0.0995,0.6456
650448.40,432273.36,127.74,0.2899,0.1387,0.4647
650481.45,432259.58,129.78,0.0743,0.0790,0.2340
650565.68,432246.40,127.16,0.4199,0.1427,0.5171
650467.08,432300.13,110.90,0.0787,0.0793,0.1935
650462.67,432275.20,110.69,0.0638,0.0390,0.1387
650471.31,432227.07,130.08,0.1042,0.0919,0.2738
650448.04,432212.77,130.16,0.2900,0.1064,0.4737
650485.11,432242.12,130.26,0.0964,0.1099,0.4567
650572.40,432257.74,130.02,0.2787,0.1247,0.4642
650453.31,432247.87,128.85,0.2042,0.1163,0.3756
650498.11,432229.50,128.55,0.1393,0.1442,0.9374
650475.84,432229.63,129.53,0.2552,0.1350,0.8623
650511.10,432238.86,110.81,0.0304,0.0380,0.1165
650509.08,432218.46,110.86,0.0469,0.0604,0.2005
650467.04,432245.45,128.98,0.1471,0.0615,0.3479
650507.55,432211.88,110.82,0.0446,0.1198,0.2961
650500.42,432258.32,110.93,0.0409,0.0428,0.1876
650474.26,432258.79,129.26,0.0998,0.0647,0.2471
650445.13,432293.77,126.90,0.1389,0.0843,0.2005
650501.06,432282.24,122.91,0.0909,0.2562,0.6866
650559.61,432219.20,111.00,0.0829,0.0611,0.1347
650511.23,432250.46,111.42,0.0539,0.0622,0.2387
650499.63,432257.40,110.76,0.0381,0.0403,0.1155
650462.58,432288.49,121.91,0.1857,0.1355,0.3913
650462.56,432295.33,123.93,0.0695,0.0570,0.1343
650437.11,432277.19,128.70,0.1793,0.0684,0.2256
650563.37,432244.13,125.47,0.1022,0.0466,0.1338
650434.44,432248.87,128.17,0.1191,0.0419,0.1474
650558.34,432254.10,110.86,0.0513,0.0324,0.1014
650515.28,432277.35,110.39,0.0348,0.0331,0.1057
650557.77,432283.18,110.47,0.0458,0.0320,0.0838
650494.23,432225.19,128.41,0.1158,0.2518,0.7446
650556.28,432271.29,110.37,0.0316,0.0259,0.0622
650513.88,432243.81,110.73,0.0309,0.0305,0.0811
650568.81,432267.55,126.37,0.1460,0.0541,0.2075
650521.86,432280.82,110.67,0.0245,0.0226,0.0442
650497.15,432277.50,111.52,0.0448,0.0956,0.3298
650438.79,432239.54,130.18,0.1480,0.0516,0.1952
650560.91,432265.50,115.44,0.0869,0.0540,0.1952
650833.74,434642.46,106.84,0.0790,0.0604,0.1533
650565.52,432264.36,122.33,0.1204,0.0599,0.1885
650522.40,432282.72,110.66,0.0426,0.0526,0.1205
650526.19,432275.84,110.42,0.0466,0.0426,0.1046
650528.78,432269.32,110.60,0.0323,0.0295,0.0661
650518.53,432255.36,110.67,0.0334,0.0302,0.0664
650545.23,432214.45,110.59,0.0314,0.0346,0.0763
650549.27,432252.29,110.50,0.0297,0.0249,0.0613
650475.60,432260.34,129.64,0.0604,0.0582,0.1621
650530.56,432265.50,110.30,0.0256,0.0228,0.0453
650473.99,432249.25,129.97,0.1840,0.0826,0.5298
650516.67,432262.81,110.30,0.0310,0.0248,0.0609
650546.10,432276.90,110.44,0.0324,0.0312,0.0737
650532.80,432281.45,110.13,0.0259,0.0237,0.0481
650485.89,432248.11,129.38,0.0375,0.0288,0.1488
650549.69,432263.03,110.40,0.0344,0.0315,0.0717
650522.66,432269.75,110.66,0.0299,0.0245,0.0546
650522.27,432195.51,110.33,0.0319,0.0427,0.1057
650794.40,434637.22,106.73,0.0602,0.0521,0.1233
650768.03,434673.68,127.91,0.2157,0.1895,0.4453
650783.94,434727.20,128.64,0.1155,0.1554,0.7554
650521.93,432193.04,110.30,0.0303,0.0465,0.1163
650568.79,432244.01,128.12,0.1140,0.0573,0.1948
650832.09,434664.01,107.12,0.0394,0.0339,0.0915
650546.29,432255.76,111.24,0.0333,0.0315,0.0667
650528.72,432258.92,110.51,0.0284,0.0244,0.0533
650734.78,434763.57,127.35,0.1395,0.1188,0.2078
650770.00,434652.86,127.53,0.0653,0.0570,0.1689
650820.43,434643.75,106.29,0.0237,0.0208,0.0353
650820.27,434641.52,106.40,0.0251,0.0224,0.0426
650802.05,434656.67,106.19,0.0251,0.0219,0.0388
650795.31,434666.46,106.91,0.0258,0.0230,0.0466
650820.41,434642.91,106.25,0.0240,0.0212,0.0386
650795.64,434647.23,106.70,0.0355,0.0314,0.0731
650833.07,434661.01,107.16,0.0288,0.0275,0.0608
650527.73,432254.94,110.83,0.0302,0.0268,0.0599
650554.44,432180.76,110.34,0.0487,0.0911,0.2088
650788.40,434718.01,126.11,0.1305,0.2603,0.5282
650808.39,434671.55,106.58,0.0258,0.0237,0.0566
650810.37,434685.49,106.51,0.0252,0.0230,0.0547
650769.39,434667.12,125.97,0.1489,0.0852,0.3308
650856.67,434719.31,126.77,0.3554,0.0630,0.4231
650555.97,432220.79,110.76,0.0284,0.0281,0.0715
650599.00,432239.55,131.81,0.0434,0.0256,0.0576
650579.60,432236.85,130.31,0.0768,0.0447,0.1272
650584.38,432231.96,131.31,0.0680,0.0496,0.1421
650547.57,432238.44,110.80,0.0253,0.0227,0.0476
650593.69,432236.52,131.67,0.1633,0.0847,0.2819
650561.13,432212.83,130.60,0.2394,0.0802,0.4131
650528.42,432247.50,110.16,0.0250,0.0223,0.0449
650542.84,432245.37,112.24,0.0398,0.0318,0.0921
650470.62,432246.64,129.75,0.2277,0.1833,0.4040
650545.19,432252.84,110.67,0.0267,0.0241,0.0488
650517.10,432247.43,110.45,0.0340,0.0314,0.0733
650515.15,432242.04,110.72,0.0368,0.0320,0.0764
650783.18,434715.29,128.58,0.0498,0.0507,0.1469
650777.87,434704.89,128.43,0.0799,0.0872,0.4153
650585.00,432224.35,131.29,0.0896,0.0511,0.1604
650496.22,432261.98,111.38,0.1046,0.0733,0.2377
650787.52,434671.88,126.12,0.0845,0.0885,0.2396
650832.11,434646.02,106.83,0.0261,0.0217,0.0393
650797.55,434666.23,106.73,0.0650,0.0569,0.1461
650798.43,434663.66,106.33,0.0281,0.0246,0.0494
650539.29,432194.65,112.54,0.0494,0.0602,0.1394
650521.40,432195.61,110.50,0.0347,0.0369,0.0890
650555.80,432227.34,111.31,0.0660,0.0377,0.1589
650604.49,432206.13,130.58,0.1824,0.0568,0.2084
650558.31,432259.46,110.33,0.0444,0.0446,0.1362
650493.59,432197.07,127.12,0.4394,0.2970,0.8914
650486.62,432248.88,130.11,0.3118,0.1898,0.5274
650494.79,432228.87,127.74,0.0947,0.0359,0.1922
650492.48,432215.21,129.03,0.1849,0.0638,0.3552
650593.15,432219.99,132.26,0.2950,0.0640,0.3939
650566.24,432210.87,131.86,0.3141,0.1661,0.7445
650500.55,432231.62,129.08,0.0797,0.0354,0.1815
650492.62,432234.76,130.12,0.2203,0.0913,0.4209
650577.36,432219.22,129.87,0.0824,0.0519,0.1669
650790.46,434659.87,106.93,0.0271,0.0228,0.0476
650604.66,432190.03,132.54,0.1695,0.0752,0.3397
650633.24,435887.00,125.39,0.0288,0.0261,0.1223
650642.16,435885.50,126.48,0.0577,0.0710,0.3608
650730.24,434750.72,127.26,0.3150,0.1919,0.4428
650604.24,435894.65,123.81,0.2792,0.0836,0.5510
650583.35,435895.18,122.86,0.3177,0.0647,0.4262
650639.22,435864.79,125.52,0.0572,0.1330,0.3475
650595.19,435896.07,123.26,0.2471,0.0624,0.4030
650600.72,435861.95,120.95,0.0954,0.0704,0.1732
650581.49,432228.70,130.83,0.0465,0.0461,0.1352
650590.14,435896.76,124.30,0.1443,0.0361,0.2150
650587.77,432200.96,131.62,0.1310,0.1244,0.4163
650593.64,435871.19,124.36,0.1833,0.0933,0.2858
650578.93,435883.16,124.69,0.5948,0.1510,0.7306
650624.77,435916.65,123.26,0.1215,0.1384,0.4326
650523.98,432220.62,111.04,0.0409,0.0260,0.0850
650520.24,432252.20,111.18,0.0335,0.0326,0.0720
650770.55,434161.87,108.56,0.0157,0.0186,0.0413
650826.81,434168.19,108.16,0.0309,0.0235,0.0809
650826.15,434166.78,107.99,0.0332,0.0273,0.0849
650859.21,434181.71,129.31,0.1147,0.0471,0.1509
650770.43,434165.01,108.52,0.0232,0.0238,0.0641
650765.04,434167.95,108.24,0.0252,0.0234,0.0751
650735.14,434170.48,108.31,0.0338,0.0234,0.0651
650681.73,434234.24,130.96,0.2417,0.2364,0.2490
650844.36,434304.71,126.25,0.3452,0.5710,0.3217
650625.94,434566.19,123.86,1.0453,2.1942,0.7208
650832.74,434224.34,129.17,0.1848,0.1550,0.1909
650830.50,434369.32,127.19,0.8831,2.4660,0.9524
650831.90,434149.60,108.44,0.0481,0.0273,0.0876
650799.71,434207.42,127.66,0.0992,0.0526,0.1871
650723.87,434211.90,128.08,0.1705,0.2110,0.4027
650732.02,434154.39,108.49,0.0251,0.0175,0.0475
650714.62,434208.99,133.06,0.4136,0.3779,0.7233
650829.75,434165.37,108.22,0.0537,0.0448,0.1104
650691.55,434459.08,126.29,0.2353,0.6011,0.3318
650830.73,434153.22,108.15,0.0363,0.0267,0.0714
650748.56,434157.51,107.54,0.0169,0.0138,0.0362
650814.96,434364.96,127.05,0.4786,0.4267,0.5807
650857.24,434153.90,128.49,0.1863,0.0781,0.2437
650705.94,434365.13,124.37,0.0863,0.1091,0.1585
650693.53,434146.48,129.02,0.1759,0.1307,0.4436
650704.82,434276.91,125.69,0.2239,0.1211,0.5836
650793.41,434183.24,108.38,0.0182,0.0208,0.0558
650786.12,434190.56,107.75,0.0228,0.0266,0.0725
650800.11,434181.99,108.00,0.0313,0.0311,0.0846
650787.10,434188.25,107.94,0.0281,0.0314,0.0892
650804.39,434252.25,124.05,0.2184,0.0524,0.2660
650726.06,434258.54,126.47,0.0548,0.0558,0.2286
650750.76,434178.70,107.45,0.0205,0.0161,0.0480
650826.66,434203.45,130.33,0.1478,0.0677,0.2710
650672.58,434249.67,128.30,0.6209,0.1626,0.8049
650857.99,434203.92,129.44,0.1752,0.0441,0.2501
650738.24,434252.07,125.29,0.1390,0.1209,0.2433
650862.00,434226.58,125.39,0.3675,0.1353,0.5200
650854.65,434205.60,128.61,0.1451,0.0398,0.2224
650829.45,434162.27,107.71,0.0714,0.1021,0.2513
650855.13,434165.54,126.60,0.3629,0.2864,0.5674
650860.21,434228.91,126.09,0.1574,0.0746,0.2275
650814.72,434185.80,127.40,0.1268,0.1763,0.6269
650649.76,434231.65,130.36,0.8560,0.8410,0.5947
650794.87,434171.37,108.42,0.0722,0.1726,0.5248
650718.26,434146.54,129.70,0.0578,0.1106,0.3650
650701.45,434158.14,129.41,0.1451,0.0921,0.4645
650795.63,434193.62,115.38,0.4415,0.1529,0.5748
650716.35,434162.00,127.57,0.6157,0.3270,1.1852
650674.83,434299.99,129.09,0.9199,1.7425,0.8454
650812.02,434186.15,126.80,0.0613,0.0793,0.1449
650706.58,434285.65,126.12,0.1400,0.0579,0.2172
650721.53,434302.76,125.23,0.0686,0.0563,0.1364
650737.16,434210.40,107.71,0.0534,0.0492,0.1415
650714.12,434207.70,131.09,0.1080,0.0761,0.1807
650720.25,434212.28,129.88,0.0906,0.0859,0.1763
650767.74,434177.82,106.94,0.0255,0.0359,0.0584
650734.70,434172.47,108.30,0.0355,0.0333,0.0657
650754.48,434200.68,107.21,0.0243,0.0252,0.0639
650694.22,434284.51,126.35,0.1562,0.0772,0.2668
650785.04,434312.24,107.66,0.1221,0.7117,0.3795
650704.22,434302.84,124.73,0.0521,0.0490,0.1180
650718.72,434291.76,125.14,0.1525,0.5415,0.2649
650706.06,434226.41,131.52,0.1695,0.3410,0.2107
650738.34,434232.01,108.02,0.2755,1.0366,0.7680
650750.88,434185.28,108.05,0.0870,0.2568,0.2473
650791.13,434368.46,107.43,0.1056,0.8068,0.3156
650779.84,434218.59,108.48,0.0468,0.2106,0.1575
650736.90,434267.41,124.83,0.1153,0.5634,0.2640
650678.06,434177.66,127.85,0.1044,0.0459,0.1504
650691.19,434194.26,130.75,0.0970,0.0935,0.1583
650673.78,434185.65,129.34,0.5521,0.3244,0.6554
650680.25,434199.05,130.85,0.1726,0.1478,0.2251
650684.64,434168.33,127.55,0.2468,0.1098,0.3490
650670.82,434211.44,130.16,0.3526,0.3195,0.3929
650723.47,434188.35,128.22,0.0866,0.1521,0.2886
650789.49,434297.81,107.36,0.0641,0.4419,0.2192
650749.48,434215.96,108.22,0.0691,0.2865,0.2080
650752.31,434311.67,107.69,0.1224,0.8940,0.4312
650731.03,434177.66,126.29,1.0700,1.4589,3.1833
650827.39,434327.81,126.63,0.3462,1.2362,0.4525
650668.55,434290.91,127.61,0.8005,1.5491,0.6597
650751.48,434529.61,128.65,0.1092,3.2571,1.1668
650702.82,434176.70,127.69,1.0173,0.6710,1.4742
650697.72,434286.77,126.13,0.1180,0.2354,0.1590
650692.76,434273.26,124.87,0.2847,0.1873,0.5481
650693.18,434276.22,126.68,0.0902,0.1504,0.1150
650843.02,434191.78,129.85,0.0596,0.0302,0.1071
650818.06,434164.61,108.08,0.0305,0.0389,0.1211
650707.46,434183.78,128.06,1.7426,1.4948,2.7401
650825.41,434190.56,128.62,0.1423,0.0929,0.3827
650803.11,434177.78,108.06,0.0227,0.0248,0.0810
650699.14,434163.30,128.64,0.9655,0.3809,1.2988
650834.67,434223.24,131.35,0.2336,0.1226,0.4120
650806.47,434183.81,107.94,0.0443,0.0466,0.1283
650758.05,434213.77,107.82,0.0326,0.0518,0.1238
650702.37,434218.65,131.58,0.0651,0.0482,0.0827
650822.00,434214.68,130.16,0.0700,0.0520,0.2438
650874.66,434225.62,123.54,0.4414,0.1531,0.5246
650789.83,434180.45,107.81,0.0315,0.0309,0.1163
650719.38,434175.84,130.43,0.0850,0.0509,0.1418
650730.13,434164.98,124.80,0.0837,0.0467,0.1718
650786.88,434194.88,107.90,0.0479,0.1061,0.2229
650747.34,434206.80,107.78,0.0172,0.0241,0.0562
650772.65,434246.54,107.98,0.0372,0.1392,0.1214
650718.98,434167.80,127.65,0.1180,0.0662,0.2127
650855.33,434207.18,129.59,0.4745,0.1126,0.7079
650761.76,434279.80,107.84,0.0720,0.2829,0.2301
650676.09,434177.52,128.44,0.2339,0.1569,0.2186
650806.92,434289.53,125.86,0.1189,0.3716,0.2006
650792.92,434364.58,107.98,0.0616,0.1392,0.1087
650608.20,434330.98,127.35,1.3838,1.9047,0.7266
650855.52,434167.94,127.20,0.2298,0.1572,0.3522
650665.51,434307.56,129.93,0.3741,0.6490,0.3142
650815.79,434304.36,126.89,0.3230,0.8672,0.4464
650743.86,434354.98,125.13,0.0813,0.7279,0.3112
650722.29,434259.15,126.18,0.1306,0.3332,0.2427
650732.40,434278.97,123.55,0.0541,0.1838,0.1235
650759.17,434359.23,106.87,0.0673,0.5812,0.2737
650712.73,434283.81,126.00,0.2058,0.0921,0.4159
650730.37,434291.75,125.84,0.0357,0.0483,0.1492
650675.26,434221.70,131.16,0.1288,0.0489,0.1756
650716.01,434219.18,131.60,0.0919,0.1114,0.3651
650680.34,434241.02,130.94,0.1442,0.0345,0.2151
650801.19,434244.87,126.69,0.1085,0.1068,0.1921
650807.96,434214.33,126.35,0.0590,0.0618,0.2077
650730.72,434212.24,129.78,0.0600,0.0724,0.2123
650696.82,434236.20,129.97,0.0822,0.0466,0.1721
650671.17,434235.49,131.39,0.1204,0.0411,0.1546
650725.04,434245.58,126.65,0.0578,0.0729,0.2460
650721.02,434261.38,123.93,0.1232,0.1134,0.4718
650716.54,434285.36,124.77,0.0575,0.0631,0.1888
650714.12,434295.09,125.90,0.1159,0.1534,0.3524
650692.22,434223.82,130.67,0.1750,0.0817,0.3309
650881.75,434289.24,126.40,0.1883,0.0513,0.2297
650824.52,434325.52,124.81,0.1009,0.1825,0.5272
650815.56,434234.11,128.09,0.3013,0.1306,0.4240
650795.55,434219.42,123.60,0.3274,0.1603,0.5459
650743.11,434305.97,126.09,0.0301,0.1021,0.1990
650727.82,434305.89,124.98,0.0361,0.0767,0.1056
650731.36,434291.55,124.73,0.0268,0.0569,0.1469
650681.92,434298.53,127.49,0.1784,0.1214,0.2517
650680.38,434300.70,126.55,0.2791,0.2007,0.3870
650711.06,434281.41,125.28,0.0769,0.0435,0.1561
650704.04,434513.84,127.32,0.2554,0.0812,0.3525
650725.94,434479.97,126.41,0.1498,0.1045,0.3196
650726.07,434283.51,126.89,0.0995,0.0928,0.2094
650709.88,434488.02,125.98,0.3330,0.1140,0.5160
650726.98,434369.39,126.74,0.0776,0.4062,0.2033
650798.81,434363.86,108.15,0.1533,0.4731,0.2971
650749.26,434517.61,127.93,0.0409,0.0431,0.1688
650805.77,434274.89,124.67,0.2762,0.0755,0.3341
650781.70,434293.85,107.52,0.0426,0.0930,0.1019
650762.95,434477.70,126.52,0.0466,0.1020,0.3139
650811.45,434328.82,128.29,0.0419,0.1193,0.2751
650707.90,434301.37,124.66,0.0651,0.1299,0.1088
650748.63,434379.37,125.00,0.0606,0.5457,0.2634
650713.65,434504.71,126.89,0.2136,0.0588,0.3515
650725.72,434309.45,124.85,0.0509,0.1470,0.1056
650680.37,434319.40,127.84,0.1227,0.1920,0.1354
650863.40,434274.64,127.36,0.2432,0.1348,0.3896
650802.79,434283.60,124.71,0.4107,0.2069,0.5562
650746.54,434211.41,107.83,0.0168,0.0162,0.0535
650754.02,434198.89,107.30,0.0159,0.0160,0.0406
650782.11,434201.48,108.01,0.0353,0.0326,0.0715
650770.70,434213.34,107.62,0.1080,0.0694,0.2446
650855.25,434280.24,126.95,0.2800,0.1508,0.5312
650737.98,434253.60,126.57,0.0250,0.0314,0.0829
650728.51,434176.17,128.13,0.0742,0.0784,0.2273
650740.95,434187.32,107.88,0.0187,0.0144,0.0372
650774.17,434199.13,108.45,0.0432,0.0345,0.0998
650718.33,434171.24,130.08,0.0890,0.1138,0.3749
650666.08,434156.59,129.22,0.1878,0.0639,0.2607
650700.06,434167.15,126.85,0.1584,0.1190,0.4509
650681.93,434167.85,128.32,0.0506,0.0258,0.0936
650676.56,434154.60,126.84,0.1227,0.0490,0.2096
650724.81,434162.42,128.34,0.0507,0.0534,0.2132
650770.21,434119.54,108.61,0.0906,0.0699,0.1943
650830.30,434264.38,128.88,0.1822,0.1117,0.3662
650776.26,434137.05,108.52,0.0219,0.0152,0.0440
650745.13,434142.90,108.14,0.0678,0.0670,0.2281
650748.22,434210.61,107.79,0.0210,0.0179,0.0483
650765.29,434121.98,108.86,0.0153,0.0130,0.0313
650764.41,434125.83,108.25,0.0732,0.0673,0.1641
650763.50,434132.99,107.25,0.0187,0.0151,0.0438
650727.29,434220.88,108.35,0.1313,0.0403,0.1684
650814.09,434239.60,107.85,0.0323,0.0392,0.2225
650775.33,434121.55,108.65,0.0186,0.0163,0.0437
650719.36,434144.39,128.76,0.0542,0.0480,0.1370
650797.57,434182.40,107.92,0.0445,0.0231,0.0825
650750.90,434185.48,107.87,0.0697,0.0662,0.2186
650785.71,434191.79,107.89,0.0462,0.0283,0.0989
650776.92,434156.27,108.51,0.0263,0.0255,0.0535
650742.45,434173.60,107.85,0.0189,0.0164,0.0417
650844.55,434246.81,128.49,0.3482,0.1868,0.6971
650741.90,434180.15,108.01,0.0148,0.0146,0.0325
650737.17,434187.91,108.20,0.0299,0.0257,0.0590
650741.90,434208.24,107.91,0.0369,0.0450,0.1595
650685.58,434198.36,130.89,0.2937,0.2383,0.4331
650747.31,434153.62,107.75,0.0135,0.0130,0.0335
650768.37,434145.54,108.92,0.0250,0.0257,0.0519
650860.89,434205.83,128.52,0.1446,0.0674,0.2121
650837.80,434232.34,129.06,0.1324,0.0517,0.3118
650829.53,434244.62,130.34,0.2020,0.1508,0.6046
650784.01,434213.78,108.53,0.0520,0.0310,0.1098
650863.93,434235.73,124.92,0.1674,0.0445,0.2404
650729.51,434203.13,128.66,0.1350,0.0679,0.2703
650831.78,434212.51,130.36,0.2527,0.0748,0.3019
650824.82,434219.12,130.85,0.2073,0.0731,0.2724
650716.19,434210.97,130.64,0.1874,0.0692,0.2820
650712.38,434226.54,130.35,0.0772,0.0343,0.1098
650703.08,434194.07,131.41,0.1333,0.1071,0.3635
650721.52,434166.78,129.53,0.0468,0.0588,0.1946
650720.28,434190.83,128.53,0.0430,0.0493,0.1792
650697.76,434195.92,129.50,0.0293,0.0240,0.0719
650735.81,434152.33,108.09,0.0344,0.0475,0.1579
650728.81,434183.95,129.16,0.0607,0.0618,0.2531
650778.65,434177.95,108.70,0.0499,0.0274,0.0886
650727.79,434189.08,129.46,0.0543,0.0574,0.1781
650810.20,434224.67,128.77,0.1001,0.0280,0.1848
650832.26,434192.72,128.42,0.1996,0.1039,0.2490
650676.81,434176.95,128.25,0.1370,0.0733,0.2179
650668.28,434171.41,128.81,0.1258,0.0570,0.1745
650777.50,434176.60,108.15,0.0882,0.0404,0.1552
650663.80,434177.37,128.85,0.1242,0.0553,0.1618
650818.17,434192.05,129.51,0.1329,0.0847,0.2065
650777.40,434143.67,108.20,0.1125,0.0640,0.1859
650811.68,434207.45,124.99,0.1757,0.0743,0.3271
650728.63,434233.59,108.23,0.0345,0.0227,0.1053
650735.47,434210.73,124.81,0.0782,0.0370,0.1949
650740.62,434263.28,121.93,0.2379,0.1290,0.3150
650749.94,434169.34,107.65,0.0287,0.0275,0.0939
650808.36,434281.83,125.78,0.5014,0.2839,0.8496
650773.02,434223.39,107.25,0.0277,0.0350,0.1146
650693.53,434343.33,128.94,0.2272,0.4831,0.3043
650773.78,434196.14,108.64,0.0187,0.0203,0.0428
650742.92,434199.74,107.80,0.0162,0.0179,0.0476
650770.57,434180.40,108.12,0.0136,0.0139,0.0353
650840.65,434195.81,129.86,0.1618,0.1523,0.3530
650743.08,434191.28,108.03,0.0175,0.0168,0.0424
650874.10,434247.75,124.87,0.3375,0.1058,0.4148
650835.97,434205.76,130.78,0.3225,0.2463,0.7826
650856.73,434243.66,127.88,0.2548,0.1003,0.3974
650779.75,434152.92,108.75,0.0495,0.0334,0.1080
650832.90,434238.87,131.48,0.1476,0.0435,0.1752
650731.66,434230.53,108.37,0.0435,0.0362,0.0890
650739.64,434152.16,107.95,0.0166,0.0151,0.0358
650821.67,434224.38,129.35,0.1260,0.0805,0.5053
650768.73,434152.53,108.78,0.0150,0.0145,0.0329
650769.26,434158.95,108.66,0.0186,0.0180,0.0440
650797.93,434178.80,108.07,0.0942,0.0565,0.1510
650747.72,434159.99,107.63,0.0174,0.0167,0.0365
650779.69,434148.71,108.80,0.0144,0.0131,0.0325
650833.68,434220.02,130.09,0.6731,0.1222,0.8014
650748.73,434162.67,107.51,0.0270,0.0258,0.0658
650704.95,434218.91,130.74,0.0363,0.0392,0.0898
650704.13,434223.81,130.99,0.0525,0.0485,0.1151
650794.92,434211.40,123.96,0.1823,0.0907,0.2599
650783.00,434186.58,108.85,0.0169,0.0142,0.0367
650771.42,434175.21,108.33,0.0136,0.0136,0.0311
650774.23,434184.79,108.18,0.0134,0.0130,0.0342
650706.90,434200.68,129.46,0.3586,0.1343,0.4690
650805.96,434230.51,126.82,0.0657,0.0679,0.4509
650793.55,434180.41,108.16,0.0351,0.0243,0.0677
650807.16,434211.10,126.49,0.0628,0.1147,0.4402
650768.84,434176.27,107.31,0.0260,0.0263,0.0598
650752.06,434192.42,107.55,0.0163,0.0165,0.0388
650822.46,434221.36,129.50,0.0815,0.0604,0.1524
650807.08,434264.13,123.27,0.2938,0.1617,0.6608
650753.42,434206.29,107.63,0.0208,0.0216,0.0517
650775.50,434212.61,108.25,0.0143,0.0147,0.0392
650828.62,434214.74,130.25,0.1526,0.1010,0.3990
650753.99,434208.53,107.69,0.0481,0.0468,0.1189
650821.69,434203.87,128.25,0.0560,0.0497,0.1465
650829.28,434251.82,130.89,0.2498,0.1024,0.4096
650747.82,434205.21,107.97,0.0196,0.0196,0.0428
