x,y,z,sx,sy,sz
650436.95,431197.22,120.06,0.1037,0.0854,0.3956
650498.95,431176.80,118.25,0.2311,0.1164,0.4322
650498.17,431082.73,114.97,0.3376,0.1849,0.5783
650442.06,431200.06,120.72,0.0685,0.0289,0.0962
650434.91,431203.52,120.85,0.2021,0.0851,0.3215
650310.26,431228.96,112.42,0.0634,0.0280,0.0824
650366.13,431234.20,112.68,0.0537,0.0537,0.1658
650351.71,431243.59,112.57,0.0287,0.0220,0.0529
650442.30,431173.46,113.60,0.1300,0.0528,0.1894
650375.29,431195.00,120.58,0.0991,0.1012,0.4792
650322.58,431182.34,118.61,0.4085,0.1622,0.6805
650377.92,431200.47,121.34,0.0450,0.0477,0.1559
650432.87,431192.95,120.86,0.1361,0.0741,0.2138
650325.44,431207.25,112.35,0.0679,0.0331,0.1148
650351.58,431223.73,112.25,0.0368,0.0299,0.0820
650347.60,431239.16,112.43,0.0853,0.0513,0.1547
650323.63,431216.52,112.13,0.0918,0.0458,0.1543
650335.22,431238.41,112.24,0.1144,0.0637,0.2045
650453.01,431228.78,118.12,0.2271,0.0842,0.3254
650434.70,431227.57,112.68,0.0641,0.0413,0.1226
650354.34,431218.96,112.26,0.0519,0.0398,0.1109
650448.52,431214.12,119.27,0.0826,0.0483,0.1308
650334.64,431220.75,111.60,0.2134,0.1149,0.3541
650330.04,431214.24,112.68,0.0630,0.0330,0.1151
650367.78,431212.37,117.49,0.0540,0.0519,0.1825
650425.98,431225.85,112.58,0.0412,0.0409,0.1045
650376.22,431225.85,112.41,0.0255,0.0233,0.0698
650378.32,431224.86,112.38,0.0296,0.0253,0.0624
650332.32,431188.17,112.41,0.0599,0.0266,0.0938
650437.32,431238.16,112.41,0.0223,0.0193,0.0422
650427.21,431230.16,112.78,0.0282,0.0259,0.0628
650407.16,431228.57,112.30,0.0206,0.0186,0.0403
650403.17,431234.18,112.07,0.0261,0.0244,0.0539
650380.02,431227.05,112.40,0.0410,0.0398,0.0984
650337.68,430980.13,119.52,0.0540,0.0899,0.2308
650406.33,431193.95,112.67,0.0331,0.0257,0.0822
650312.13,431225.47,112.52,0.0695,0.0351,0.0964
650350.16,431199.67,119.52,0.1142,0.0835,0.2861
650334.24,431193.23,112.46,0.0424,0.0262,0.0780
650450.64,431081.36,113.89,0.0376,0.0823,0.2441
650420.69,431197.52,112.63,0.0849,0.0485,0.1729
650382.98,431175.83,112.62,0.0295,0.0374,0.1018
650349.24,431181.58,116.43,0.0633,0.0305,0.1384
650425.49,431205.84,113.12,0.0424,0.0294,0.0992
650423.38,431217.30,112.74,0.0380,0.0261,0.0789
650364.33,431203.37,119.03,0.0679,0.0516,0.1768
650434.80,431202.11,119.63,0.0484,0.0402,0.1527
650379.34,431174.27,116.40,0.0965,0.0611,0.2380
650364.68,431204.79,118.61,0.0670,0.0352,0.1134
650452.01,431188.00,122.50,0.0907,0.0600,0.1837
650481.70,431200.22,123.08,0.1502,0.0486,0.1927
650467.01,431166.12,112.80,0.1391,0.0772,0.2467
650457.49,431203.45,120.13,0.0596,0.0283,0.1155
650487.81,431100.27,113.96,0.0756,0.0537,0.1500
650487.58,431179.74,113.07,0.0396,0.0234,0.0651
650516.74,431094.82,114.76,0.1231,0.0558,0.1594
650369.79,431192.18,118.15,0.0636,0.0448,0.1322
650447.31,431146.51,114.39,0.0246,0.0326,0.1136
650454.54,431188.78,123.31,0.0463,0.0486,0.1538
650413.23,431135.35,113.49,0.0581,0.0342,0.1496
650404.66,431185.63,112.88,0.0230,0.0227,0.0663
650384.36,431191.59,113.03,0.0806,0.0338,0.1151
650373.73,431155.33,114.59,0.2660,0.1357,0.3642
650495.53,431125.09,113.28,0.0461,0.0268,0.0756
650365.40,431147.80,112.70,0.0726,0.0283,0.0886
650438.32,431129.85,113.15,0.0230,0.0230,0.0750
650506.78,431134.13,113.61,0.0855,0.0364,0.1267
650508.57,431117.51,113.74,0.3011,0.1746,0.4510
650388.80,431175.31,112.65,0.0371,0.0306,0.0846
650397.53,431141.47,112.57,0.0296,0.0219,0.0581
650410.31,431112.78,112.91,0.0288,0.0242,0.0749
650465.65,431143.20,113.11,0.0373,0.0289,0.0838
650413.76,431154.26,112.39,0.0599,0.0467,0.1342
650399.17,431158.09,112.40,0.1883,0.1186,0.3440
650506.55,431132.30,113.96,0.0791,0.0489,0.1163
650465.95,431167.02,113.09,0.0263,0.0264,0.0684
650450.19,431144.58,113.35,0.0222,0.0205,0.0462
650414.80,431128.62,113.34,0.0230,0.0230,0.0580
650467.71,431177.94,112.91,0.0283,0.0251,0.0808
650399.86,431207.16,112.27,0.0753,0.0543,0.1572
650365.19,431152.37,117.81,0.2143,0.1180,0.4214
650422.15,431186.15,112.92,0.0280,0.0267,0.0650
650458.70,431145.94,113.02,0.0413,0.0352,0.1065
650434.15,431150.94,112.73,0.1497,0.1149,0.3416
650417.74,431149.53,113.25,0.0201,0.0187,0.0445
650362.08,431199.97,119.81,0.0660,0.0315,0.1052
650487.91,431177.26,112.79,0.0386,0.0244,0.0796
650438.18,431194.94,120.95,0.0536,0.0334,0.0908
650386.64,431181.06,112.98,0.0363,0.0319,0.0955
650484.96,431130.31,117.65,0.1945,0.1506,0.2935
650501.78,431193.49,112.85,0.0404,0.0242,0.0640
650404.70,431199.77,112.37,0.0247,0.0198,0.0513
650513.38,431178.04,121.67,0.3561,0.1110,0.4920
650398.82,431204.11,112.47,0.0301,0.0226,0.0576
650384.63,431209.42,112.65,0.0528,0.0368,0.0909
650442.36,431196.17,121.57,0.0530,0.0746,0.2386
650488.95,431190.89,115.29,0.1203,0.0709,0.2696
650520.23,431165.78,123.95,0.1678,0.0491,0.2049
650467.34,431171.49,112.90,0.0298,0.0257,0.0623
650418.47,431166.03,113.14,0.0256,0.0271,0.0617
650382.21,431203.89,122.20,0.0573,0.0462,0.1003
650459.73,431175.06,112.60,0.0248,0.0228,0.0647
650483.63,431183.53,112.81,0.0394,0.0241,0.0728
650454.57,431162.66,112.89,0.0224,0.0198,0.0498
650486.19,431160.62,118.54,0.0556,0.0317,0.0913
650450.28,431188.88,122.64,0.0352,0.0327,0.0959
650362.29,431172.91,117.09,0.0392,0.0342,0.1633
650425.31,431146.97,112.86,0.0222,0.0223,0.0513
650404.93,431211.98,112.34,0.0262,0.0244,0.0527
650421.10,431203.35,112.85,0.0241,0.0228,0.0512
650487.20,431160.01,119.38,0.1674,0.0840,0.2807
650363.68,431162.66,112.62,0.0365,0.0227,0.0747
650488.24,431186.82,112.90,0.0382,0.0214,0.0548
650460.79,431173.05,112.85,0.0341,0.0275,0.0722
650460.30,431162.02,113.07,0.0682,0.0449,0.1550
650396.87,431188.59,112.57,0.0383,0.0308,0.0829
650440.73,431177.19,113.18,0.0312,0.0331,0.0931
650339.32,431177.13,118.63,0.0993,0.0376,0.1221
650360.66,431185.54,121.22,0.2024,0.0988,0.3327
650442.45,431175.03,112.89,0.0216,0.0182,0.0464
650295.67,431151.63,119.83,0.2615,0.0492,0.3119
650468.42,431160.58,121.57,0.0444,0.0250,0.0708
650478.23,431095.24,113.69,0.0861,0.0844,0.1607
650338.63,431170.64,112.58,0.0495,0.0312,0.0886
650465.79,431175.18,112.81,0.0652,0.0463,0.1447
650466.25,431168.44,112.86,0.0306,0.0231,0.0612
650397.82,431142.85,112.55,0.0387,0.0280,0.1061
650380.55,431188.59,116.07,0.1922,0.2235,0.4734
650333.60,431161.36,118.55,0.4041,0.1051,0.4857
650433.02,431185.31,121.79,0.0371,0.0357,0.1113
650351.56,431178.19,115.00,0.1683,0.0819,0.2787
650460.54,431184.06,120.93,0.4804,0.2976,0.8416
650377.56,431167.34,115.93,0.0445,0.0481,0.3285
650440.34,431121.12,113.15,0.0677,0.0596,0.1426
650361.43,431191.20,121.24,0.1184,0.2664,0.6904
650452.71,431146.12,114.17,0.1100,0.0394,0.1966
650350.02,431172.00,113.05,0.0556,0.0423,0.2128
650331.00,431128.99,112.92,0.0589,0.0300,0.0898
650384.78,431162.14,113.01,0.0262,0.0277,0.0833
650372.89,431158.58,115.29,0.1015,0.1022,0.8333
650338.76,431150.32,112.67,0.0999,0.0544,0.1725
650309.27,431181.30,120.71,0.2078,0.0679,0.2862
650305.73,431163.91,119.53,0.3431,0.0958,0.4593
650356.32,431190.83,121.04,0.1109,0.1154,0.3988
650402.37,431165.31,112.69,0.0403,0.0337,0.1066
650364.64,431143.62,112.73,0.0288,0.0272,0.0828
650329.85,431174.03,118.37,0.0464,0.0292,0.0768
650350.25,431135.09,113.02,0.0636,0.0454,0.1256
650296.30,431175.17,118.88,0.4734,0.2796,0.6004
650311.54,431175.17,118.94,0.1232,0.0607,0.1713
650341.55,431170.68,112.70,0.0406,0.0310,0.0865
650359.98,431177.81,120.88,0.0323,0.0291,0.0941
650378.69,431186.19,119.99,0.1051,0.1243,0.3838
650302.11,431195.17,112.39,0.1141,0.0457,0.1491
650433.64,431151.57,112.84,0.0212,0.0203,0.0488
650329.36,431154.18,119.66,0.1192,0.0680,0.2237
650429.62,431185.38,120.04,0.0752,0.0326,0.1189
650315.87,431159.81,116.78,0.0684,0.0320,0.1052
650352.05,431162.12,112.49,0.0432,0.0258,0.0938
650329.86,431197.83,112.32,0.0369,0.0232,0.0600
650413.58,431147.17,112.55,0.0553,0.0332,0.1145
650431.21,431168.10,113.18,0.0265,0.0223,0.0572
650401.74,431181.67,112.59,0.0193,0.0170,0.0353
650405.98,431189.48,113.00,0.0387,0.0394,0.1048
650419.91,431180.31,112.86,0.0216,0.0203,0.0465
650420.69,431182.66,112.92,0.0212,0.0209,0.0460
650305.71,431200.54,112.48,0.0581,0.0278,0.0732
650316.67,431203.86,112.54,0.0747,0.0401,0.1116
650435.28,431171.79,113.12,0.0216,0.0185,0.0421
650400.36,431175.32,112.51,0.0422,0.0408,0.1049
650416.71,431140.84,113.35,0.0217,0.0204,0.0491
650305.63,431201.90,112.76,0.1127,0.0525,0.1488
650335.29,431165.40,120.38,0.0398,0.0280,0.0746
650401.60,431190.77,112.58,0.0186,0.0169,0.0335
650396.67,431183.70,112.69,0.0314,0.0315,0.0715
650415.46,431137.70,113.49,0.3013,0.1352,0.6255
650419.41,431166.48,113.19,0.0192,0.0169,0.0351
650366.19,431163.95,112.68,0.0341,0.0435,0.1620
650417.96,431135.86,113.22,0.0276,0.0264,0.0570
650303.21,431161.11,118.78,0.1184,0.0433,0.1581
650315.71,431155.61,112.92,0.0840,0.0345,0.1419
650454.39,431169.88,112.45,0.0360,0.0262,0.0668
650400.21,431179.56,112.45,0.0189,0.0173,0.0409
650370.09,431152.17,112.57,0.0481,0.0497,0.2395
650364.69,431162.48,112.50,0.0357,0.0288,0.1003
650403.68,431185.77,112.92,0.0492,0.0460,0.1199
650321.86,431135.64,120.58,0.3285,0.1391,0.5823
650405.65,431184.31,113.17,0.0236,0.0213,0.0651
650450.01,431142.45,113.87,0.3007,0.0761,0.3714
650357.74,431027.50,113.05,0.0952,0.1345,0.7806
650287.02,431056.11,118.82,0.3840,0.2286,0.5175
650299.59,430998.70,112.74,0.4311,0.1513,0.7536
650328.17,431020.54,113.31,0.0806,0.0383,0.2631
650288.35,431103.99,118.60,0.4233,0.2424,0.5398
650417.82,431150.98,113.47,0.0544,0.0683,0.1838
650475.27,431122.75,113.51,0.0653,0.0358,0.1113
650294.43,431076.14,119.93,0.2934,0.0779,0.3916
650393.42,431165.73,112.73,0.0185,0.0160,0.0309
650435.68,431160.35,112.81,0.0265,0.0230,0.0504
650317.70,431100.29,112.93,0.0700,0.0401,0.1133
650433.09,431157.29,112.85,0.0225,0.0201,0.0437
650477.38,431130.87,113.47,0.0394,0.0244,0.0644
650481.57,431156.57,118.52,0.1271,0.0694,0.2120
650481.17,431145.20,117.92,0.0738,0.0374,0.1199
650276.53,431067.65,113.06,0.2764,0.0656,0.3169
650370.41,431150.42,112.68,0.0298,0.0224,0.0571
650310.44,430986.74,129.99,0.2085,0.1387,0.3701
650340.96,431146.92,112.61,0.0577,0.0328,0.0951
650356.34,431086.85,114.96,0.0685,0.0708,0.3293
650336.08,431102.25,112.90,0.0528,0.0338,0.0945
650295.12,431097.45,112.77,0.0767,0.0366,0.1046
650281.53,431084.83,112.67,0.0861,0.0321,0.1004
650343.80,431077.20,113.02,0.0309,0.0276,0.0804
650313.43,431102.81,112.70,0.0402,0.0242,0.0635
650471.81,431140.94,113.18,0.0366,0.0264,0.0652
650285.50,431087.54,112.86,0.0835,0.0316,0.1009
650347.51,431019.67,113.34,0.0338,0.0332,0.0867
650306.26,431092.05,112.81,0.0840,0.0381,0.1331
650462.70,431146.84,113.03,0.0345,0.0267,0.0727
650312.92,431076.29,118.75,0.2418,0.1244,0.4085
650294.95,431138.62,120.39,0.3529,0.1221,0.4257
650349.72,431162.32,112.84,0.0467,0.0403,0.1064
650398.41,431165.48,112.50,0.0201,0.0182,0.0382
650452.28,431080.72,114.05,0.0830,0.0767,0.2243
650370.12,431101.35,113.06,0.0318,0.0323,0.0845
650324.53,431128.43,119.50,0.1549,0.0809,0.2913
650393.31,431086.95,112.98,0.0425,0.0320,0.1041
650378.52,431165.94,115.57,0.0400,0.0297,0.0887
650449.92,431128.51,113.43,0.1051,0.0395,0.1375
650339.34,431172.49,112.68,0.0664,0.0399,0.1162
650390.76,431148.73,113.05,0.0343,0.0288,0.0724
650478.28,431132.49,113.30,0.1242,0.0617,0.1871
650400.50,431150.61,112.03,0.0311,0.0303,0.1055
650417.06,431143.88,113.21,0.0191,0.0177,0.0360
650462.52,431151.45,112.77,0.0517,0.0376,0.1280
650480.61,431096.81,114.18,0.2120,0.0999,0.2780
650295.69,431097.01,112.46,0.0639,0.0269,0.0863
650436.12,431125.95,113.23,0.0195,0.0189,0.0534
650351.21,431095.99,114.50,0.0555,0.0593,0.1858
650338.02,431059.90,113.18,0.0501,0.0328,0.1178
650496.75,431116.50,113.49,0.5338,0.2903,0.9049
650395.59,431109.03,113.03,0.0447,0.0471,0.1451
650412.44,431122.56,113.29,0.0255,0.0249,0.0566
650371.87,431108.70,112.94,0.0452,0.0233,0.0781
650418.76,431139.61,113.30,0.0202,0.0194,0.0492
650467.21,431105.07,113.92,0.2167,0.1074,0.4397
650417.67,431104.62,113.61,0.0182,0.0181,0.0441
650435.42,431134.17,113.05,0.0236,0.0205,0.0552
650394.56,431112.75,112.74,0.0226,0.0218,0.0591
650461.05,431115.46,113.24,0.0514,0.0343,0.0981
650411.31,431122.72,113.11,0.0281,0.0265,0.0848
650370.54,431139.30,112.98,0.0518,0.0343,0.0796
650330.95,431123.11,112.58,0.2561,0.2418,0.5411
650365.13,431117.23,112.79,0.0210,0.0170,0.0358
650352.57,431065.46,113.18,0.0447,0.0352,0.1184
650399.59,431142.57,112.76,0.0438,0.0354,0.1033
650424.17,431070.27,113.43,0.0297,0.0368,0.1310
650467.76,431094.70,113.14,0.2478,0.1062,0.3683
650473.01,431084.05,113.99,0.1263,0.0501,0.2503
650474.29,431124.77,113.64,0.0672,0.0409,0.1195
650331.35,431113.43,112.70,0.0386,0.0244,0.0675
650454.50,431084.06,113.86,0.0334,0.0278,0.0834
650458.08,431130.80,113.40,0.0247,0.0196,0.0459
650430.23,431106.99,113.36,0.0198,0.0170,0.0389
650474.41,431120.75,113.92,0.1161,0.0463,0.1614
650341.38,431132.28,116.73,0.1764,0.0664,0.2462
650397.23,431137.20,112.92,0.0298,0.0298,0.0995
650387.24,431130.24,113.06,0.0228,0.0200,0.0481
650425.74,431071.05,113.59,0.0304,0.0277,0.0623
650365.39,431111.74,113.03,0.0350,0.0308,0.0783
650353.83,431120.31,112.71,0.0240,0.0188,0.0426
650394.98,431092.67,113.13,0.0315,0.0311,0.0936
650458.28,431118.65,113.33,0.0257,0.0209,0.0492
650461.94,431087.89,113.69,0.0577,0.0429,0.1072
650448.17,431115.24,113.41,0.0257,0.0192,0.0453
650343.11,431087.71,119.22,0.1605,0.0499,0.2439
650331.11,431084.62,113.02,0.0453,0.0234,0.0802
650428.95,431109.82,112.88,0.0226,0.0195,0.0437
650467.13,431124.39,113.29,0.0414,0.0301,0.0784
650367.61,431139.00,115.07,0.0376,0.0346,0.1050
650331.89,431085.25,113.03,0.0559,0.0321,0.1094
650446.52,431114.31,113.36,0.0294,0.0254,0.0616
650399.03,431130.81,113.34,0.0208,0.0201,0.0518
650376.42,431081.10,113.40,0.0307,0.0285,0.0729
650464.31,431088.99,113.28,0.0869,0.0401,0.3087
650421.20,431147.81,113.12,0.0389,0.0387,0.0939
650300.91,431146.56,122.06,0.2356,0.1329,0.3185
650394.01,431147.52,113.08,0.0206,0.0194,0.0407
650421.36,431106.43,113.37,0.0198,0.0188,0.0464
650321.15,431141.05,120.68,0.3425,0.2414,0.6696
650400.08,431137.31,113.12,0.0316,0.0320,0.0989
650354.27,431115.87,112.88,0.0819,0.0565,0.1781
650354.58,431147.46,117.42,0.0362,0.0359,0.0811
650388.28,431137.59,112.95,0.0192,0.0168,0.0355
650410.41,431112.72,112.90,0.0451,0.0343,0.1003
650336.32,431150.64,112.41,0.0533,0.0343,0.0895
650440.95,431135.32,113.64,0.0774,0.0419,0.1409
650363.57,431133.87,112.69,0.0354,0.0263,0.0679
650331.04,431128.98,113.00,0.0529,0.0272,0.1004
650359.60,431098.41,113.01,0.0279,0.0225,0.0589
650368.82,431107.91,115.70,0.0555,0.0550,0.1809
650430.57,431109.81,113.38,0.0423,0.0212,0.0674
650420.12,431117.00,113.48,0.0790,0.0612,0.1670
650381.72,431124.21,112.79,0.0290,0.0264,0.0621
650288.68,431053.23,114.41,0.3127,0.1408,0.4037
650377.21,431091.79,113.06,0.0234,0.0230,0.0769
650313.74,431115.35,113.92,0.0860,0.0426,0.1463
650311.70,431131.65,117.62,0.0450,0.0270,0.0653
650431.08,431115.08,116.91,0.2141,0.0860,0.3051
650425.78,431104.09,113.80,0.0931,0.0763,0.1788
650293.57,431122.72,119.13,0.0685,0.0292,0.0825
650291.29,431116.98,118.73,0.3431,0.1189,0.4176
650472.59,431063.81,115.68,0.7030,0.2122,0.9400
650474.83,431116.54,113.46,0.3636,0.1733,0.4840
650401.77,431065.02,113.57,0.0215,0.0220,0.0495
650412.30,431079.42,113.99,0.0280,0.0298,0.0695
650439.60,431101.32,113.47,0.0302,0.0251,0.0620
650389.57,431139.23,112.87,0.0260,0.0234,0.0508
650444.80,431120.15,113.40,0.0335,0.0257,0.0656
650388.57,431139.59,112.84,0.0182,0.0164,0.0322
650363.29,431098.96,113.19,0.0775,0.0431,0.1356
650519.69,431108.03,113.41,0.3207,0.0945,0.3922
650487.28,431099.93,113.57,0.0744,0.0369,0.1410
650417.37,431073.26,113.51,0.0571,0.0404,0.2705
650377.89,431122.31,112.98,0.0325,0.0298,0.0653
650341.08,431124.96,112.86,0.0365,0.0243,0.0645
650353.19,431121.08,112.85,0.0266,0.0221,0.0513
650353.37,431117.07,112.88,0.0317,0.0241,0.0615
650428.94,431109.84,112.90,0.0214,0.0178,0.0453
650335.95,431120.72,114.04,0.1971,0.0904,0.2675
650334.78,431114.25,112.54,0.1333,0.0752,0.2188
650411.19,431113.93,113.25,0.0215,0.0199,0.0486
650384.41,431104.56,113.17,0.0304,0.0257,0.0616
650416.44,431116.24,113.34,0.0215,0.0217,0.0608
650486.31,431099.43,113.60,0.0745,0.0375,0.1441
650464.64,431058.89,114.53,0.0855,0.0569,0.1689
650454.73,431048.06,114.44,0.0388,0.0400,0.0883
650475.05,431050.03,114.30,0.0813,0.0566,0.1380
650429.60,431111.58,115.23,0.0963,0.0729,0.2858
650459.06,431108.53,113.63,0.0390,0.0375,0.0974
650322.41,431087.42,116.81,0.3755,0.0994,0.4426
650417.45,431123.97,113.22,0.0295,0.0283,0.0596
650440.11,431122.05,113.21,0.0248,0.0225,0.0606
650489.98,431111.74,113.53,0.0434,0.0358,0.0683
650447.47,431102.75,113.47,0.0295,0.0255,0.0805
650393.02,431097.53,112.75,0.1970,0.0784,0.3835
650432.85,431053.69,113.77,0.0553,0.0481,0.1106
650518.62,431078.88,114.35,0.1824,0.0675,0.2263
650495.37,431081.58,114.63,0.2052,0.0982,0.3532
650455.76,431108.43,113.68,0.1052,0.0937,0.4311
650410.18,431128.90,112.91,0.0347,0.0304,0.0787
650509.44,431091.14,114.91,0.1308,0.0625,0.1819
650474.94,431116.39,113.20,0.0529,0.0433,0.1021
650393.47,431120.65,113.32,0.0453,0.0351,0.0844
650438.66,431099.87,113.53,0.0225,0.0244,0.0586
650506.82,431071.04,114.47,0.0866,0.0409,0.1189
650390.92,431104.50,113.25,0.0242,0.0242,0.0628
650324.77,430996.13,127.72,0.2887,0.1923,0.7483
650424.55,431107.08,113.86,0.0174,0.0164,0.0343
650413.13,431108.32,113.45,0.0228,0.0225,0.0540
650445.01,430907.41,116.10,0.0713,0.1064,0.2634
650427.19,430931.83,115.68,0.0392,0.0511,0.2745
650331.53,431010.76,113.28,0.0772,0.0649,0.2223
650468.76,431092.70,113.40,0.1528,0.1373,0.4429
650485.24,431098.94,113.37,0.1507,0.1124,0.2971
650425.79,431097.46,113.38,0.0195,0.0175,0.0374
650425.89,431088.81,113.36,0.0254,0.0267,0.0648
650456.39,430907.75,116.27,0.1505,0.1563,0.4008
650454.65,430989.23,114.36,0.0609,0.0644,0.2168
650408.81,431098.55,117.30,0.1724,0.2102,0.5480
650492.44,431088.38,114.06,0.0678,0.0456,0.1069
650467.39,430985.86,114.51,0.1369,0.1206,0.3492
650411.58,431086.73,113.83,0.0326,0.0311,0.0777
650442.91,430935.01,115.54,0.0989,0.0624,0.3986
650358.64,430995.77,114.63,0.2920,0.0968,0.3904
650490.57,431041.94,115.85,0.6275,0.2864,1.1000
650361.52,431016.53,114.01,0.1622,0.0305,0.2270
650372.28,431119.83,112.84,0.0313,0.0294,0.0626
650363.74,431060.85,113.35,0.0940,0.0406,0.1370
650466.47,431070.18,114.22,0.0425,0.0384,0.0940
650437.66,431058.83,113.96,0.0302,0.0246,0.0563
650415.29,431084.03,113.67,0.0276,0.0209,0.0547
650503.36,431060.22,114.71,0.0950,0.0380,0.1358
650473.67,431046.43,114.43,0.1855,0.1529,0.4545
650490.11,431046.94,114.85,0.1142,0.0727,0.2022
650440.90,431014.33,113.79,0.0485,0.0758,0.1490
650480.30,431086.30,114.10,0.1444,0.0701,0.2176
650435.21,431070.96,113.58,0.0409,0.0415,0.0863
650502.02,431057.44,114.63,0.1272,0.0550,0.1878
650390.63,431075.36,112.30,0.0693,0.0281,0.1369
650465.46,431055.65,114.83,0.0918,0.0357,0.1738
650419.21,431086.78,113.49,0.0379,0.0392,0.0937
650450.11,431013.43,114.36,0.0687,0.0728,0.1784
650438.66,431076.39,113.09,0.0745,0.0823,0.2436
650442.59,430988.41,114.50,0.0542,0.0912,0.3085
650330.01,431092.05,113.64,0.0634,0.0387,0.1118
650481.66,430939.05,115.40,0.1635,0.0400,0.2606
650359.34,431076.86,113.15,0.0253,0.0240,0.0608
650503.28,430923.44,115.14,0.2017,0.0621,0.2378
650358.05,431069.33,113.09,0.0332,0.0285,0.0730
650451.42,431013.87,114.27,0.0731,0.0457,0.1565
650433.26,431025.56,114.04,0.0387,0.0297,0.1033
650444.68,430973.04,114.75,0.0660,0.0734,0.1597
650437.05,431064.31,113.46,0.0778,0.0380,0.1355
650473.62,431092.95,114.00,0.2208,0.1059,0.2856
650454.35,431015.16,114.20,0.0948,0.0388,0.1925
650279.14,431028.09,120.20,0.1447,0.0392,0.1678
650474.52,431004.49,114.37,0.2143,0.0642,0.3272
650301.75,431025.38,112.99,0.1165,0.0624,0.1903
650364.65,431081.42,113.19,0.0250,0.0223,0.0523
650361.32,431061.53,114.74,0.3316,0.1558,0.4372
650401.78,431042.25,113.26,0.0619,0.0315,0.1326
650346.61,431101.79,113.01,0.0386,0.0298,0.0743
650319.89,431027.82,113.12,0.0862,0.0563,0.1955
650390.41,431085.03,113.49,0.0177,0.0159,0.0324
650393.68,431089.86,112.89,0.0324,0.0328,0.0758
650350.28,431067.82,113.27,0.1203,0.0616,0.2168
650406.34,431090.13,112.67,0.0403,0.0445,0.1343
650407.69,431070.72,113.95,0.0303,0.0235,0.0649
650287.82,431050.87,118.43,0.2849,0.0768,0.3663
650446.08,431081.18,113.73,0.0406,0.0289,0.0876
650463.14,431070.01,113.96,0.0469,0.0298,0.0805
650479.24,431061.84,114.36,0.1036,0.0564,0.2132
650397.93,431031.52,112.09,0.1408,0.0890,0.3328
650352.40,431014.79,114.08,0.4594,0.1569,0.5521
650277.44,431063.26,117.42,0.1782,0.0522,0.2028
650305.45,431071.46,112.83,0.0570,0.0280,0.0908
650404.47,431057.54,113.67,0.0707,0.0412,0.1413
650462.29,431059.05,114.55,0.0356,0.0251,0.0615
650433.18,431061.94,113.91,0.0440,0.0406,0.1337
650280.36,431082.49,112.76,0.0745,0.0309,0.0865
650317.61,431052.37,112.82,0.0424,0.0253,0.0705
650444.50,431028.60,114.02,0.0411,0.0412,0.2358
650367.62,431081.20,113.04,0.0405,0.0346,0.0982
650375.42,431069.13,113.38,0.0250,0.0231,0.0764
650386.33,431071.70,113.31,0.0301,0.0307,0.0726
650414.36,431074.13,113.68,0.0317,0.0308,0.0791
650355.73,431102.18,113.25,0.0300,0.0305,0.0755
650382.84,431085.12,113.38,0.0310,0.0260,0.0660
650335.74,431106.53,112.76,0.0422,0.0265,0.0687
650308.34,431060.33,118.15,0.1789,0.0832,0.2950
650466.48,430999.66,114.69,0.1588,0.1932,0.4464
650423.85,431026.80,114.07,0.0796,0.0361,0.1402
650493.83,431004.60,114.69,0.3095,0.1922,0.4947
650414.84,431069.83,113.65,0.1877,0.1077,0.3164
650473.34,431073.80,114.26,0.0417,0.0244,0.0648
650318.46,431080.40,113.04,0.0409,0.0271,0.0724
650427.05,431090.58,113.46,0.0309,0.0304,0.0833
650327.80,431031.47,113.95,0.3140,0.1219,0.4357
650345.74,431083.45,118.19,0.0437,0.0348,0.0930
650360.68,431063.01,113.16,0.0327,0.0268,0.0879
650370.04,431091.17,113.46,0.3362,0.2662,0.5150
650489.84,431005.77,114.81,0.1673,0.0863,0.2723
650440.51,431044.81,113.99,0.0299,0.0247,0.0615
650433.53,431006.38,114.02,0.0389,0.0532,0.2751
650495.77,430987.81,114.88,0.2249,0.0460,0.3181
650436.88,431075.42,113.46,0.0302,0.0246,0.0625
650446.00,431039.87,114.38,0.0302,0.0268,0.0706
650387.09,431056.07,113.30,0.0243,0.0214,0.0545
650354.71,431000.44,128.16,0.1876,0.0395,0.2132
650489.23,431053.14,114.52,0.0502,0.0273,0.0809
650356.03,430979.54,128.07,0.5519,0.1281,0.6419
650474.80,431050.11,114.71,0.1018,0.0648,0.2149
650420.94,431072.75,113.01,0.1056,0.1005,0.3577
650455.74,431064.91,114.19,0.0417,0.0301,0.0798
650476.74,430945.45,115.37,0.3287,0.3159,0.6391
650360.37,431072.02,113.26,0.0567,0.0240,0.0752
650403.42,431064.40,112.75,0.0292,0.0237,0.0702
650441.62,430957.09,114.81,0.1155,0.2254,0.6306
650315.01,431036.90,113.52,0.5626,0.1369,0.6783
650321.49,431018.65,114.30,0.3495,0.0819,0.4616
650419.35,431060.31,113.59,0.0180,0.0167,0.0370
650442.45,431078.13,113.58,0.0349,0.0241,0.0586
650500.14,431068.72,114.45,0.0497,0.0295,0.0679
650445.43,431041.80,114.28,0.0239,0.0204,0.0456
650370.40,431053.74,113.28,0.0294,0.0268,0.0742
650370.72,431088.99,113.40,0.0646,0.0435,0.1178
650496.03,431060.76,114.51,0.0664,0.0305,0.0996
650318.07,431054.69,112.99,0.0576,0.0281,0.0841
650464.83,430998.73,114.52,0.1450,0.1128,0.2657
650447.29,431013.80,113.89,0.0506,0.0412,0.1353
650439.86,431008.20,114.07,0.0728,0.0763,0.2166
